Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
829,Roberto Gagliardini,it ITA,"MF,DF",Monza,it Serie A,29-302,1994,18.9,795,4616,2281,31,30,2,19,9,907,26,Matches
830,Cody Gakpo,nl NED,"FW,MF",Liverpool,eng Premier League,24-272,1999,9.6,277,1435,692,20,13,6,29,11,308,64,Matches
831,Javi Galán,es ESP,DF,Atlético Madrid,es La Liga,29-076,1994,1,52,289,146,3,1,0,5,3,48,13,Matches
832,Javi Galán,es ESP,DF,Real Sociedad,es La Liga,29-076,1994,1,27,227,75,4,1,0,3,2,23,3,Matches
833,Iñigo Ruiz de Galarreta,es ESP,MF,Athletic Club,es La Liga,30-181,1993,14.5,496,2296,994,18,21,1,15,18,575,21,Matches
834,Pablo Galdames Millán,cl CHI,"MF,DF",Genoa,it Serie A,27-035,1996,0.1,9,47,24,0,0,0,1,0,16,1,Matches
835,Conor Gallagher,eng ENG,MF,Chelsea,eng Premier League,23-362,2000,19.2,849,4129,1831,36,28,6,36,16,983,64,Matches
836,Antonino Gallo,it ITA,DF,Lecce,it Serie A,24-029,2000,14.9,436,2308,1430,36,23,8,16,7,480,57,Matches
837,Cristian Gamboa,cr CRC,DF,Bochum,de Bundesliga,34-102,1989,11.6,240,1073,448,11,10,0,8,2,245,15,Matches
838,Kévin Gameiro,fr FRA,"FW,MF",Strasbourg,fr Ligue 1,36-270,1987,8.8,249,1449,520,19,11,8,19,7,237,48,Matches
839,Idrissa Gana Gueye,sn SEN,MF,Everton,eng Premier League,34-130,1989,11.2,330,1723,789,18,15,1,6,13,357,25,Matches
840,Ignatius Ganago,cm CMR,"FW,MF",Nantes,fr Ligue 1,24-352,1999,2,64,438,109,7,2,3,4,3,62,26,Matches
841,Aleix García,es ESP,MF,Girona,es La Liga,26-220,1997,20.9,1143,5300,2512,24,28,2,15,8,1420,23,Matches
842,Álvaro García,es ESP,"MF,FW",Rayo Vallecano,es La Liga,31-099,1992,17,344,1677,692,34,15,14,32,5,412,154,Matches
843,Dani García,es ESP,MF,Athletic Club,es La Liga,33-255,1990,4.5,98,372,157,2,2,0,2,2,124,2,Matches
844,David García,es ESP,DF,Osasuna,es La Liga,29-354,1994,21,617,3093,1841,14,8,0,9,1,692,3,Matches
845,Eric García,es ESP,DF,Barcelona,es La Liga,23-025,2001,0.6,34,171,114,0,0,0,0,0,37,0,Matches
846,Eric García,es ESP,DF,Girona,es La Liga,23-025,2001,13.6,677,3111,1894,13,17,0,8,3,794,6,Matches
847,Fran Garcia,es ESP,DF,Real Madrid,es La Liga,24-173,1999,10,478,2610,1385,35,16,3,18,4,501,85,Matches
848,Francisco Jesús Crespo García,es ESP,FW,Las Palmas,es La Liga,27-189,1996,4.9,160,1052,431,15,12,4,12,11,183,54,Matches
849,Gonzalo García,es ESP,"FW,MF",Real Madrid,es La Liga,19-316,2004,0.2,8,56,20,1,1,1,0,0,7,3,Matches
850,Raúl García,es ESP,"FW,MF",Athletic Club,es La Liga,37-207,1986,1.5,37,128,32,0,2,0,5,1,52,5,Matches
851,Rubén García,es ESP,"FW,MF",Osasuna,es La Liga,30-204,1993,7.4,191,781,266,5,10,0,6,8,264,47,Matches
852,Santiago García,,FW,Getafe,es La Liga,22-158,2001,0.3,11,55,29,1,1,0,1,0,6,1,Matches
853,Ulisses Garcia,ch SUI,DF,Marseille,fr Ligue 1,28-023,1996,1,66,283,117,3,0,2,1,1,61,7,Matches
854,Unai García,es ESP,DF,Osasuna,es La Liga,32-000,1992,1.7,33,139,38,0,0,0,0,1,35,0,Matches
855,Alejandro Garnacho,ar ARG,FW,Manchester Utd,eng Premier League,19-217,2004,13.8,468,3920,2050,93,43,47,39,29,496,137,Matches
856,James Garner,eng ENG,MF,Everton,eng Premier League,22-327,2001,19.9,426,2217,912,21,24,3,24,8,468,44,Matches
857,Luca Garritano,it ITA,"MF,DF",Frosinone,it Serie A,29-357,1994,5.3,137,719,305,6,2,1,7,2,168,22,Matches
858,Johan Gastien,fr FRA,MF,Clermont Foot,fr Ligue 1,36-009,1988,12.6,730,3506,1372,8,20,0,18,5,670,12,Matches
859,Federico Gatti,it ITA,DF,Juventus,it Serie A,25-224,1998,17.3,544,2810,1648,24,16,1,12,7,627,14,Matches
860,Federico Gattoni,ar ARG,"DF,FW",Sevilla,es La Liga,24-352,1999,0.1,3,15,12,0,0,0,0,0,3,0,Matches
861,Gavi,es ESP,"MF,FW",Barcelona,es La Liga,19-182,2004,10.5,424,2231,1170,26,24,3,19,11,479,38,Matches
862,Paulo Gazzaniga,ar ARG,GK,Girona,es La Liga,32-032,1992,22,538,2373,1449,0,0,0,1,1,459,0,Matches
863,Yann Gboho,fr FRA,FW,Toulouse,fr Ligue 1,23-020,2001,0.5,20,135,93,3,1,2,0,1,20,11,Matches
864,Gelabert,es ESP,"FW,MF",Toulouse,fr Ligue 1,23-095,2000,7.7,332,1737,650,13,17,9,20,11,315,51,Matches
865,Francesco Gelli,it ITA,"MF,DF",Frosinone,it Serie A,27-111,1996,11.7,379,2217,1068,31,13,7,27,12,434,66,Matches
866,Luca Gemello,it ITA,GK,Torino,it Serie A,23-215,2000,1,38,238,204,0,0,0,0,0,37,0,Matches
867,Valentin Gendrey,fr FRA,DF,Lecce,it Serie A,23-227,2000,21.5,541,3404,2051,49,20,5,21,14,575,54,Matches
868,Denis Genreau,au AUS,"FW,MF",Toulouse,fr Ligue 1,24-258,1999,4.8,164,909,292,6,5,2,10,3,134,26,Matches
869,Yannick Gerhardt,de GER,"MF,FW",Wolfsburg,de Bundesliga,29-327,1994,8.7,186,896,416,11,8,3,9,6,249,38,Matches
870,Anwar El Ghazi,nl NED,"MF,DF",Mainz 05,de Bundesliga,28-276,1995,0.6,22,150,85,2,2,0,3,0,26,5,Matches
871,Farés Ghedjemis,fr FRA,"MF,FW",Frosinone,it Serie A,21-150,2002,1.1,32,253,74,3,1,2,2,1,36,11,Matches
872,Saman Ghoddos,ir IRN,DF,Brentford,eng Premier League,30-150,1993,7.8,265,1278,644,20,12,2,9,4,291,29,Matches
873,Morgan Gibbs-White,eng ENG,"MF,FW",Nott'ham Forest,eng Premier League,24-007,2000,19.7,533,2929,1489,46,35,14,45,21,637,111,Matches
874,Samuel Gigot,fr FRA,DF,Marseille,fr Ligue 1,30-114,1993,12.7,506,2834,1612,7,13,1,9,1,453,3,Matches
875,Bryan Gil,es ESP,"FW,MF",Tottenham,eng Premier League,22-357,2001,2.1,115,635,280,9,5,5,7,5,133,41,Matches
876,David Gil,es ESP,GK,Cádiz,es La Liga,30-023,1994,3.1,47,372,239,0,0,0,0,0,20,0,Matches
877,Mario Gila,es ESP,DF,Lazio,it Serie A,23-158,2000,9,333,1620,836,2,1,0,4,1,418,0,Matches
878,Alfie Gilchrist,eng ENG,"DF,FW",Chelsea,eng Premier League,20-067,2003,0,0,0,0,0,0,0,0,0,0,0,Matches
879,Billy Gilmour,sct SCO,MF,Brighton,eng Premier League,22-237,2001,15.9,906,4018,1944,26,36,0,18,6,1267,28,Matches
880,Benedikt Gimber,de GER,DF,Heidenheim,de Bundesliga,26-349,1997,10.2,263,1705,777,2,1,0,5,3,256,3,Matches
881,Gvidas Gineitis,lt LTU,MF,Torino,it Serie A,19-294,2004,2.4,73,445,121,2,1,0,3,0,79,11,Matches
882,Matthias Ginter,de GER,DF,Freiburg,de Bundesliga,30-015,1994,17.3,805,4774,3039,22,15,0,6,2,869,20,Matches
883,Olivier Giroud,fr FRA,FW,Milan,it Serie A,37-126,1986,15.8,207,554,254,8,4,4,35,8,295,55,Matches
884,Klaus Gjasula,al ALB,"DF,MF",Darmstadt 98,de Bundesliga,34-051,1989,8,293,1758,882,7,1,0,3,3,333,1,Matches
885,Serge Gnabry,de GER,"FW,MF",Bayern Munich,de Bundesliga,28-204,1995,2.5,73,564,323,12,5,5,4,3,99,26,Matches
886,Ben Godfrey,eng ENG,DF,Everton,eng Premier League,26-019,1998,2,42,174,94,1,2,0,0,0,39,1,Matches
887,Edoardo Goldaniga,it ITA,DF,Cagliari,it Serie A,30-093,1993,11.2,318,1757,1217,9,6,0,7,0,386,3,Matches
888,Pierluigi Gollini,it ITA,GK,Napoli,it Serie A,28-322,1995,5,113,587,340,0,0,0,0,0,115,0,Matches
889,Aleksandr Golovin,ru RUS,MF,Monaco,fr Ligue 1,27-249,1996,16.1,727,4041,1713,34,39,12,32,17,679,116,Matches
890,André Gomes,pt POR,MF,Everton,eng Premier League,30-188,1993,1.8,37,144,52,1,0,2,2,1,54,14,Matches
891,Angel Gomes,eng ENG,MF,Lille,fr Ligue 1,23-156,2000,16.2,969,5027,2382,31,36,4,16,9,931,36,Matches
892,João Gomes,br BRA,MF,Wolves,eng Premier League,22-356,2001,15.5,452,2149,892,12,10,1,22,20,510,15,Matches
893,Toti Gomes,pt POR,DF,Wolves,eng Premier League,25-018,1999,16.2,580,2329,1297,11,3,1,11,2,705,6,Matches
894,Joe Gomez,eng ENG,DF,Liverpool,eng Premier League,26-256,1997,12.1,567,2888,1374,25,17,3,20,6,626,79,Matches
895,Maxi Gómez,uy URU,FW,Cádiz,es La Liga,27-173,1996,7.8,117,510,166,9,6,1,19,10,161,29,Matches
896,Moi Gómez,es ESP,"MF,FW",Osasuna,es La Liga,29-225,1994,13.5,506,2815,1225,27,14,3,12,5,614,40,Matches
897,Papu Gómez,ar ARG,"MF,FW",Monza,it Serie A,35-353,1988,0.5,13,121,77,2,2,1,0,0,11,1,Matches
898,Sergio Gómez,es ESP,FW,Manchester City,eng Premier League,23-152,2000,0.2,14,81,54,3,0,1,0,0,15,2,Matches
899,Unai Gómez,es ESP,MF,Athletic Club,es La Liga,20-254,2003,2.9,74,586,325,12,11,1,4,4,80,12,Matches
900,Maxime Gonalons,fr FRA,MF,Clermont Foot,fr Ligue 1,34-330,1989,11.8,547,2897,1008,8,13,2,13,13,507,8,Matches
901,Édgar González,es ESP,DF,Almería,es La Liga,26-308,1997,16.1,520,2403,1266,4,4,0,6,2,628,3,Matches
902,Giovanni González,uy URU,DF,Mallorca,es La Liga,29-136,1994,15.9,362,1635,898,15,8,1,7,9,407,59,Matches
903,Hugo González,es ESP,"MF,FW",Valencia,es La Liga,20-361,2003,0.6,20,85,43,1,1,0,5,1,21,5,Matches
904,Iñaki González,es ESP,MF,Las Palmas,es La Liga,19-191,2004,0.1,2,7,4,0,0,0,0,0,4,0,Matches
905,Joan Gonzàlez,es ESP,MF,Lecce,it Serie A,22-002,2002,9.9,230,1277,601,16,15,4,16,9,254,24,Matches
906,Nicolás González,ar ARG,FW,Fiorentina,it Serie A,25-303,1998,10.8,376,2366,1111,37,34,13,26,14,443,99,Matches
907,Urko González,es ESP,"MF,DF",Real Sociedad,es La Liga,22-320,2001,1.5,34,182,115,1,0,0,1,2,53,1,Matches
908,Anthony Gordon,eng ENG,FW,Newcastle Utd,eng Premier League,22-344,2001,19.4,573,4421,1936,70,48,27,46,24,603,132,Matches
909,Kaide Gordon,eng ENG,FW,Liverpool,eng Premier League,19-121,2004,0,0,0,0,0,0,0,1,0,0,0,Matches
910,Daniel Gore,eng ENG,MF,Manchester Utd,eng Premier League,19-130,2004,0,2,6,2,0,0,0,0,0,1,0,Matches
911,Leon Goretzka,de GER,MF,Bayern Munich,de Bundesliga,28-362,1995,11.7,488,2860,1669,35,21,1,8,7,643,42,Matches
912,Andoni Gorosabel,es ESP,DF,Alavés,es La Liga,27-183,1996,20.7,422,2160,1333,43,24,6,21,14,512,78,Matches
913,Robin Gosens,de GER,"DF,MF",Union Berlin,de Bundesliga,29-213,1994,12.5,296,1090,547,7,7,0,16,3,417,61,Matches
914,Mario Götze,de GER,MF,Eint Frankfurt,de Bundesliga,31-245,1992,11.5,501,1813,721,8,21,0,22,12,579,51,Matches
915,Amine Gouiri,dz ALG,"FW,MF",Rennes,fr Ligue 1,23-352,2000,13.2,490,2875,1220,35,34,14,24,20,489,111,Matches
916,Jeffrey Gouweleeuw,nl NED,DF,Augsburg,de Bundesliga,32-208,1991,15,604,3906,2361,19,11,0,9,2,605,6,Matches
917,Pablo Gozalbez,es ESP,"MF,FW",Valencia,es La Liga,22-279,2001,1.1,25,72,22,0,1,1,0,0,29,5,Matches
918,Jonathan Gradit,fr FRA,DF,Lens,fr Ligue 1,31-071,1992,14,721,3930,2199,11,37,0,7,3,647,1,Matches
919,Jens Grahl,de GER,GK,Eint Frankfurt,de Bundesliga,35-134,1988,1,38,218,91,0,0,0,0,0,26,0,Matches
920,Samuel Grandsir,fr FRA,"FW,MF",Le Havre,fr Ligue 1,27-173,1996,4.4,178,1152,420,11,16,4,8,9,169,47,Matches
921,Alberto Grassi,it ITA,MF,Empoli,it Serie A,28-333,1995,14.9,429,1988,725,10,9,0,10,5,478,9,Matches
922,Ryan Gravenberch,nl NED,MF,Liverpool,eng Premier League,21-263,2002,7.3,245,1440,795,25,17,6,28,8,267,39,Matches
923,Ryan Gravenberch,nl NED,FW,Bayern Munich,de Bundesliga,21-263,2002,0.1,3,16,9,0,0,0,0,0,5,3,Matches
924,Adrian Grbić,at AUT,FW,Lorient,fr Ligue 1,27-183,1996,0.3,5,22,10,0,0,0,1,0,8,4,Matches
925,Ivo Grbić,hr CRO,GK,Sheffield Utd,eng Premier League,28-016,1996,0.6,8,34,26,0,0,0,0,0,4,0,Matches
926,Jack Grealish,eng ENG,FW,Manchester City,eng Premier League,28-146,1995,7.8,332,2650,1230,52,27,32,15,16,367,87,Matches
927,Mason Greenwood,eng ENG,"MF,FW",Getafe,es La Liga,22-125,2001,14.8,472,3920,2158,67,36,38,31,29,548,122,Matches
928,Michael Gregoritsch,at AUT,FW,Freiburg,de Bundesliga,29-291,1994,9.4,147,613,250,7,9,3,29,5,216,46,Matches
929,Antoine Griezmann,fr FRA,"FW,MF",Atlético Madrid,es La Liga,32-319,1991,19.6,596,2535,1242,25,19,4,29,14,803,133,Matches
930,Vincenzo Grifo,it ITA,"MF,FW",Freiburg,de Bundesliga,30-302,1993,14.8,548,2648,1113,23,17,9,25,12,600,81,Matches
931,Florian Grillitsch,at AUT,"MF,DF",Hoffenheim,de Bundesliga,28-180,1995,11.6,444,2380,1254,17,12,3,9,7,518,13,Matches
932,Álex Grimaldo,es ESP,DF,Leverkusen,de Bundesliga,28-136,1995,18.9,783,3703,1977,42,33,9,32,8,1013,141,Matches
933,Christian Groß,de GER,"MF,DF",Werder Bremen,de Bundesliga,34-360,1989,5.1,157,1056,613,10,5,1,10,3,176,4,Matches
934,Pascal Groß,de GER,"MF,DF",Brighton,eng Premier League,32-233,1991,19.2,1185,5403,2837,53,29,5,20,17,1441,109,Matches
935,Brajan Gruda,de GER,"MF,FW",Mainz 05,de Bundesliga,19-248,2004,9.2,293,2521,1260,49,35,18,29,27,323,86,Matches
936,Ilia Gruev,bg BUL,MF,Werder Bremen,de Bundesliga,23-273,2000,0,2,1,0,0,0,0,2,0,2,0,Matches
937,Vicente Guaita,es ESP,GK,Celta Vigo,es La Liga,37-024,1987,12.7,194,981,594,0,0,0,1,0,141,0,Matches
938,Andrés Guardado,mx MEX,MF,Betis,es La Liga,37-128,1986,5,175,971,432,5,7,0,9,3,216,6,Matches
939,Sergi Guardiola,es ESP,"FW,MF",Cádiz,es La Liga,32-250,1991,3.2,82,358,156,8,5,1,5,3,93,13,Matches
940,Nemanja Gudelj,rs SRB,DF,Sevilla,es La Liga,32-079,1991,15.3,567,3442,2186,20,21,0,8,3,678,4,Matches
941,Gabriel Gudmundsson,se SWE,"DF,FW",Lille,fr Ligue 1,24-280,1999,7.6,294,1732,723,16,9,5,11,7,260,38,Matches
942,Gonçalo Guedes,pt POR,MF,Villarreal,es La Liga,27-066,1996,0.6,17,158,90,4,2,2,2,2,24,6,Matches
943,Axel Gueguin,fr FRA,"DF,FW",Montpellier,fr Ligue 1,18-316,2005,1.3,31,209,85,2,1,1,3,2,27,5,Matches
944,Marc Guéhi,eng ENG,DF,Crystal Palace,eng Premier League,23-205,2000,20.9,848,3960,2076,13,9,1,8,2,937,6,Matches
945,Mattéo Guendouzi,fr FRA,MF,Lazio,it Serie A,24-295,1999,14.8,384,2054,887,24,15,1,13,9,537,49,Matches
946,Mattéo Guendouzi,fr FRA,MF,Marseille,fr Ligue 1,24-295,1999,0.2,12,159,98,2,2,0,0,1,11,1,Matches
947,Javier Guerra,es ESP,"MF,FW",Valencia,es La Liga,21-033,2003,15.9,426,2673,1302,34,25,6,39,30,474,50,Matches
948,Raphaël Guerreiro,pt POR,"MF,DF",Bayern Munich,de Bundesliga,30-043,1993,6.9,339,1625,950,17,18,3,8,2,475,34,Matches
949,Axel Guessand,fr FRA,DF,Udinese,it Serie A,19-089,2004,0.5,21,108,63,1,0,0,3,0,25,1,Matches
950,Evann Guessand,fr FRA,FW,Nice,fr Ligue 1,22-217,2001,8.4,217,1379,476,16,17,6,48,26,221,62,Matches
951,Ander Guevara,es ESP,MF,Alavés,es La Liga,26-211,1997,20.4,566,3344,1894,41,35,3,17,18,717,25,Matches
952,Pape Gueye,sn SEN,MF,Marseille,fr Ligue 1,25-010,1999,0.3,31,185,41,2,2,0,2,1,25,0,Matches
953,Josuha Guilavogui,fr FRA,DF,Mainz 05,de Bundesliga,33-137,1990,0.3,8,54,11,0,0,0,1,0,9,1,Matches
954,Morgan Guilavogui,gn GUI,"FW,MF",Lens,fr Ligue 1,25-330,1998,5.4,193,1117,310,14,8,6,20,12,190,61,Matches
955,Frederic Guilbert,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,29-041,1994,14.7,557,3071,1330,19,24,1,15,9,487,36,Matches
956,Hugo Guillamón,es ESP,MF,Valencia,es La Liga,24-003,2000,7.8,213,683,318,1,2,0,2,5,261,6,Matches
957,Bruno Guimarães,br BRA,MF,Newcastle Utd,eng Premier League,26-079,1997,20.6,1073,6022,2291,33,37,12,35,35,1243,35,Matches
958,Serhou Guirassy,gn GUI,FW,Stuttgart,de Bundesliga,27-328,1996,11.7,296,1259,497,16,9,8,38,19,433,82,Matches
959,Marc Guiu,es ESP,MF,Barcelona,es La Liga,18-030,2006,0.1,2,12,5,1,0,1,0,0,1,1,Matches
960,Manuel Gulde,de GER,DF,Freiburg,de Bundesliga,32-356,1991,9.9,323,1508,923,4,6,0,6,0,417,1,Matches
961,Arda Güler,tr TUR,FW,Real Madrid,es La Liga,18-343,2005,0.1,4,4,2,0,0,0,2,0,6,3,Matches
962,Gerard Gumbau,es ESP,MF,Granada,es La Liga,29-047,1994,17.6,554,2226,1081,13,6,0,11,9,695,17,Matches
963,Robert Gumny,pl POL,DF,Augsburg,de Bundesliga,25-244,1998,5.2,100,460,170,7,6,1,13,1,102,17,Matches
964,İlkay Gündoğan,de GER,MF,Barcelona,es La Liga,33-102,1990,20.4,961,5494,2886,53,58,6,21,10,1269,79,Matches
965,Christian Günter,de GER,DF,Freiburg,de Bundesliga,30-340,1993,1,30,61,25,2,0,1,1,0,34,3,Matches
966,Jon Guridi,es ESP,"MF,FW",Alavés,es La Liga,28-340,1995,17.5,350,1901,906,19,19,3,18,20,453,57,Matches
967,Gorka Guruzeta,es ESP,FW,Athletic Club,es La Liga,27-144,1996,17.2,302,1208,449,9,9,4,46,25,436,70,Matches
968,Malo Gusto,fr FRA,DF,Chelsea,eng Premier League,20-260,2003,10.4,542,2574,1290,39,21,7,16,5,604,69,Matches
969,Miguel Gutiérrez,es ESP,"DF,MF",Girona,es La Liga,22-191,2001,20.7,764,4263,1815,39,38,6,41,22,850,109,Matches
970,Albert Guðmundsson,is ISL,"FW,MF",Genoa,it Serie A,26-233,1997,19.9,537,3699,1633,43,40,9,59,38,594,99,Matches
971,Joško Gvardiol,hr CRO,DF,Manchester City,eng Premier League,22-011,2002,15.4,776,3818,2168,37,30,5,13,10,902,64,Matches
972,Emmanuel Gyasi,gh GHA,"FW,MF",Empoli,it Serie A,30-023,1994,8,202,901,322,9,10,2,11,12,203,36,Matches
973,Norbert Gyömbér,sk SVK,DF,Salernitana,it Serie A,31-215,1992,17,364,2000,730,3,3,0,16,1,382,0,Matches
974,Erling Haaland,no NOR,FW,Manchester City,eng Premier League,23-197,2000,14.6,178,691,293,13,5,10,20,8,225,57,Matches
975,Nicolas Haas,ch SUI,MF,Empoli,it Serie A,28-011,1996,1,35,141,35,0,1,0,1,0,41,4,Matches
976,Janik Haberer,de GER,MF,Union Berlin,de Bundesliga,29-307,1994,10.5,220,856,314,6,8,0,11,4,312,28,Matches
977,Robin Hack,de GER,"FW,MF",M'Gladbach,de Bundesliga,25-160,1998,6.1,183,1137,546,19,15,8,21,12,223,37,Matches
978,Antwoine Hackford,eng ENG,FW,Sheffield Utd,eng Premier League,19-320,2004,0.1,3,11,2,0,1,0,1,0,3,0,Matches
979,Munir El Haddadi,ma MAR,FW,Las Palmas,es La Liga,28-155,1995,18.3,431,2154,787,17,21,6,36,35,530,109,Matches
980,Jaouen Hadjam,dz ALG,DF,Nantes,fr Ligue 1,20-314,2003,1.2,91,592,301,6,3,0,4,3,84,17,Matches
981,Ianis Hagi,ro ROU,"MF,FW",Alavés,es La Liga,25-104,1998,6.2,158,754,355,9,8,0,9,10,183,41,Matches
982,Amadou Haidara,ml MLI,MF,RB Leipzig,de Bundesliga,26-003,1998,7.1,212,905,463,2,7,1,5,3,293,6,Matches
983,Massadio Haïdara,ml MLI,DF,Lens,fr Ligue 1,31-063,1992,6.2,252,1305,556,7,13,2,5,5,226,24,Matches
984,Oualid El Hajjam,ma MAR,"DF,MF",Le Havre,fr Ligue 1,32-349,1991,1.2,70,403,164,2,1,0,2,0,61,10,Matches
985,Achraf Hakimi,ma MAR,DF,Paris S-G,fr Ligue 1,25-091,1998,13,1066,5472,2980,49,42,12,20,20,1015,114,Matches
986,Lewis Hall,eng ENG,DF,Newcastle Utd,eng Premier League,19-148,2004,1.2,51,247,105,2,3,1,2,4,61,7,Matches
987,Sébastien Haller,ci CIV,FW,Dortmund,de Bundesliga,29-226,1994,4,68,308,153,9,3,1,9,2,106,30,Matches
988,Gustavo Hamer,nl NED,MF,Sheffield Utd,eng Premier League,26-224,1997,17.9,358,1843,801,22,17,6,19,12,439,35,Matches
989,Andreas Hanche-Olsen,no NOR,DF,Mainz 05,de Bundesliga,27-017,1997,0.7,9,35,1,0,0,0,1,0,12,0,Matches
990,Ridgeciano Haps,sr SUR,"DF,FW",Genoa,it Serie A,30-236,1993,6.4,121,584,241,11,2,5,12,5,129,34,Matches
991,Genki Haraguchi,jp JPN,MF,Stuttgart,de Bundesliga,32-270,1991,0.2,3,35,30,1,0,0,0,0,10,0,Matches
992,Amine Harit,ma MAR,"MF,FW",Marseille,fr Ligue 1,26-230,1997,10.6,551,3539,1640,49,42,6,22,23,514,64,Matches
993,Luke Harris,wls WAL,MF,Fulham,eng Premier League,18-306,2005,0.8,9,39,6,0,1,0,0,0,11,0,Matches
994,Jack Harrison,eng ENG,"MF,FW",Everton,eng Premier League,27-075,1996,14.4,303,1931,981,39,24,9,47,21,315,77,Matches
995,Abdou Harroui,nl NED,MF,Frosinone,it Serie A,26-021,1998,6.7,176,1134,613,21,11,3,18,3,219,33,Matches
996,Makoto Hasebe,jp JPN,"DF,MF",Eint Frankfurt,de Bundesliga,40-016,1984,0.4,18,87,44,0,1,0,0,0,19,0,Matches
997,Hans Hateboer,nl NED,DF,Atalanta,it Serie A,30-025,1994,5,160,709,405,12,9,2,5,4,186,23,Matches
998,Pantelis Hatzidiakos,gr GRE,DF,Cagliari,it Serie A,27-016,1997,7.1,177,756,395,1,2,0,3,3,210,3,Matches
999,Kai Havertz,de GER,MF,Arsenal,eng Premier League,24-237,1999,14,355,1516,764,22,21,7,21,17,445,80,Matches
1000,Thorgan Hazard,be BEL,DF,Dortmund,de Bundesliga,30-311,1993,0.1,4,9,3,0,0,0,0,0,5,1,Matches
1001,Jan Paul van Hecke,nl NED,DF,Brighton,eng Premier League,23-240,2000,15.3,1094,5897,3674,14,13,1,10,1,1216,6,Matches
1002,Hwang Hee-chan,kr KOR,"FW,MF",Wolves,eng Premier League,28-008,1996,16.1,384,2083,866,29,19,15,37,22,425,82,Matches
1003,Silvan Hefti,ch SUI,"MF,DF",Genoa,it Serie A,26-101,1997,1.3,15,103,49,1,0,0,1,0,20,4,Matches
1004,Silvan Hefti,ch SUI,DF,Montpellier,fr Ligue 1,26-101,1997,2,55,351,147,5,1,1,3,3,47,12,Matches
1005,Dominique Heintz,de GER,DF,Köln,de Bundesliga,30-172,1993,4.6,182,939,493,6,6,1,6,3,216,13,Matches
1006,Dean Henderson,eng ENG,GK,Crystal Palace,eng Premier League,26-328,1997,6,109,662,244,0,0,0,1,0,90,0,Matches
1007,Liam Henderson,sct SCO,MF,Empoli,it Serie A,27-284,1996,0.1,3,24,1,0,0,0,0,0,3,0,Matches
1008,Benjamin Henrichs,de GER,DF,RB Leipzig,de Bundesliga,26-345,1997,15.3,644,3048,1665,30,23,5,14,10,712,94,Matches
1009,Henrique,br BRA,DF,Lyon,fr Ligue 1,29-284,1994,3.7,176,929,495,12,9,1,3,1,164,19,Matches
1010,Luis Henrique,br BRA,FW,Marseille,fr Ligue 1,22-051,2001,1,49,368,146,5,2,3,4,2,53,15,Matches
1011,Luiz Henrique,br BRA,FW,Betis,es La Liga,23-032,2001,6.8,205,1791,897,35,14,10,13,17,235,58,Matches
1012,Matheus Henrique,br BRA,MF,Sassuolo,it Serie A,26-046,1997,15.9,448,3145,1551,23,26,2,19,13,516,27,Matches
1013,Rico Henry,eng ENG,DF,Brentford,eng Premier League,26-210,1997,4.5,115,698,372,13,3,3,8,7,126,12,Matches
1014,Thomas Henry,fr FRA,"FW,MF",Hellas Verona,it Serie A,29-136,1994,2.5,43,156,26,2,1,1,8,2,65,13,Matches
1015,Christophe Hérelle,mq MTQ,DF,Metz,fr Ligue 1,31-165,1992,10,293,1611,801,1,3,0,4,1,248,1,Matches
1016,Mario Hermoso,es ESP,DF,Atlético Madrid,es La Liga,28-230,1995,18.6,840,3370,1834,15,19,0,13,4,963,32,Matches
1017,Javi Hernández,es ESP,DF,Cádiz,es La Liga,25-277,1998,16.5,307,1883,1060,18,17,3,17,9,347,22,Matches
1018,Aridane Hernández,es ESP,DF,Rayo Vallecano,es La Liga,34-317,1989,12.8,289,1244,467,0,0,0,4,0,320,0,Matches
1019,Lucas Hernández,fr FRA,DF,Paris S-G,fr Ligue 1,27-354,1996,14.8,1106,4924,2191,23,25,4,13,4,1032,14,Matches
1020,Luis Hernández,es ESP,DF,Cádiz,es La Liga,34-295,1989,8,172,830,559,2,3,0,0,0,217,1,Matches
1021,Theo Hernández,fr FRA,DF,Milan,it Serie A,26-120,1997,18.9,897,5416,3363,58,51,7,22,12,980,77,Matches
1022,Yarek Hernandis,es ESP,DF,Valencia,es La Liga,19-022,2005,3.2,,,,,,,,,,,Matches
1023,Jorge Herrando,es ESP,DF,Osasuna,es La Liga,22-340,2001,3.4,54,224,102,0,0,0,0,0,68,1,Matches
1024,Ander Herrera,es ESP,MF,Athletic Club,es La Liga,34-173,1989,8.5,314,1139,504,6,10,0,4,6,404,10,Matches
1025,Cristian Herrera,es ESP,FW,Las Palmas,es La Liga,32-327,1991,1.4,51,216,106,2,3,0,4,1,63,9,Matches
1026,Sergio Herrera,es ESP,GK,Osasuna,es La Liga,30-243,1993,17.9,374,2297,1338,0,0,0,0,0,285,0,Matches
1027,Yangel Herrera,ve VEN,MF,Girona,es La Liga,26-020,1998,13.9,449,2070,911,17,24,2,28,27,576,48,Matches
1028,Patrick Herrmann,de GER,"DF,FW",M'Gladbach,de Bundesliga,32-356,1991,0.5,17,68,36,1,1,0,0,1,24,5,Matches
