Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
581,Charles De Ketelaere,be BEL,"FW,MF",Atalanta,it Serie A,22-330,2001,12,20,13,3,7,10,5,12,41.7,7,16,1,15,4,24,2,0,Matches
582,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,es La Liga,29-255,1994,12.8,22,15,6,11,5,9,22,40.9,13,14,1,13,6,28,11,1,Matches
583,Lorenzo De Silvestri,it ITA,DF,Bologna,it Serie A,35-256,1988,5.8,4,3,3,0,1,2,3,66.7,1,6,3,3,5,9,15,0,Matches
584,Thibault De Smet,be BEL,"DF,FW",Reims,fr Ligue 1,25-243,1998,14.6,43,25,25,14,4,24,42,57.1,18,16,2,14,16,59,35,0,Matches
585,Koni De Winter,be BEL,DF,Genoa,it Serie A,21-236,2002,13.5,22,16,14,7,1,11,15,73.3,4,15,2,13,15,37,38,0,Matches
586,Grégoire Defrel,mq MTQ,"FW,MF",Sassuolo,it Serie A,32-231,1991,2.7,4,1,0,3,1,1,2,50,1,1,0,1,1,5,3,0,Matches
587,Alessandro Deiola,it ITA,MF,Cagliari,it Serie A,28-186,1995,5.5,10,7,5,4,1,7,20,35,13,6,2,4,2,12,4,0,Matches
588,Romain Del Castillo,fr FRA,FW,Brest,fr Ligue 1,27-311,1996,17,22,18,7,8,7,7,37,18.9,30,18,0,18,6,28,4,0,Matches
589,Thomas Delaine,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,31-316,1992,12.2,20,8,14,5,1,15,26,57.7,11,6,2,4,15,35,31,0,Matches
590,Sacha Delaye,fr FRA,"FW,MF",Montpellier,fr Ligue 1,21-286,2002,1.1,5,2,1,1,3,1,5,20,4,1,0,1,0,5,0,0,Matches
591,Hannes Delcroix,be BEL,DF,Burnley,eng Premier League,24-340,1999,4.3,6,3,4,2,0,3,3,100,0,4,1,3,8,14,11,0,Matches
592,Olivier Deman,be BEL,DF,Werder Bremen,de Bundesliga,23-303,2000,10.3,22,13,17,3,2,15,29,51.7,14,21,7,14,9,31,21,0,Matches
593,Karamoko Dembele,sct SCO,"MF,FW",Brest,fr Ligue 1,20-346,2003,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
594,Ousmane Dembélé,fr FRA,"MF,FW",Paris S-G,fr Ligue 1,26-264,1997,11.9,13,10,2,5,6,3,7,42.9,4,9,0,9,4,17,3,1,Matches
595,Jessy Deminguet,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,26-027,1998,6.7,12,8,6,6,0,5,15,33.3,10,7,0,7,7,19,4,0,Matches
596,Ermedin Demirović,ba BIH,"MF,FW",Augsburg,de Bundesliga,25-315,1998,18.2,16,9,5,10,1,8,26,30.8,18,16,1,15,7,23,16,0,Matches
597,Diego Demme,de GER,MF,Napoli,it Serie A,32-074,1991,0.8,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,Matches
598,Sepp van den Berg,nl NED,DF,Mainz 05,de Bundesliga,22-045,2001,15.5,27,15,13,12,2,9,14,64.3,5,33,13,20,22,49,66,1,Matches
599,Leander Dendoncker,be BEL,MF,Aston Villa,eng Premier League,28-294,1995,1.3,6,4,3,2,1,4,5,80,1,5,2,3,2,8,3,1,Matches
600,Leander Dendoncker,be BEL,MF,Napoli,it Serie A,28-294,1995,0.1,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,Matches
601,Rémy Descamps,fr FRA,GK,Nantes,fr Ligue 1,27-223,1996,5,0,0,0,0,0,0,0,,0,0,0,0,0,0,6,0,Matches
602,Mikkel Desler,dk DEN,DF,Toulouse,fr Ligue 1,28-349,1995,11.9,13,8,6,6,1,6,11,54.5,5,22,9,13,10,23,29,0,Matches
603,Arthur Desmas,fr FRA,GK,Le Havre,fr Ligue 1,29-302,1994,19,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,0,Matches
604,Mattia Destro,it ITA,"FW,MF",Empoli,it Serie A,32-320,1991,2.1,0,0,0,0,0,0,0,,0,0,0,0,2,2,2,0,Matches
605,Samuele Di Benedetto,de GER,MF,Stuttgart,de Bundesliga,18-202,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
606,Federico Di Francesco,it ITA,"FW,MF",Lecce,it Serie A,29-234,1994,0.2,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,Matches
607,Michele Di Gregorio,it ITA,GK,Monza,it Serie A,26-191,1997,18.4,1,0,1,0,0,1,2,50,1,0,0,0,1,2,9,1,Matches
608,Giovanni Di Lorenzo,it ITA,DF,Napoli,it Serie A,30-183,1993,21,36,23,21,12,3,22,45,48.9,23,25,7,18,12,48,32,0,Matches
609,Alessandro Di Pardo,it ITA,"DF,MF",Cagliari,it Serie A,24-200,1999,2.3,3,1,2,0,1,0,2,0,2,5,2,3,3,6,3,0,Matches
610,Boulaye Dia,sn SEN,"FW,MF",Salernitana,it Serie A,27-079,1996,10.5,4,2,2,2,0,1,3,33.3,2,5,0,5,3,7,7,0,Matches
611,Moussa Diaby,fr FRA,"FW,MF",Aston Villa,eng Premier League,24-211,1999,15.7,7,2,2,4,1,3,10,30,7,5,0,5,5,12,4,0,Matches
612,Lamine Diack,sn SEN,MF,Nantes,fr Ligue 1,23-080,2000,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
613,Mouctar Diakhaby,gn GUI,"DF,MF",Valencia,es La Liga,27-046,1996,9.9,17,11,8,9,0,11,13,84.6,2,17,7,10,8,25,55,0,Matches
614,Mamadou Diakhon,fr FRA,FW,Reims,fr Ligue 1,18-134,2005,1.6,2,1,1,1,0,2,6,33.3,4,0,0,0,1,3,1,0,Matches
615,Bafodé Diakité,fr FRA,DF,Lille,fr Ligue 1,23-028,2001,8.7,21,15,7,13,1,16,20,80,4,10,5,5,12,33,22,0,Matches
616,Ibrahim Diakité,gn GUI,DF,Reims,fr Ligue 1,20-095,2003,1.2,1,0,0,1,0,0,1,0,1,3,0,3,2,3,5,0,Matches
617,Moussa Diakité,ml MLI,MF,Cádiz,es La Liga,20-091,2003,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
618,Oumar Diakité,ci CIV,FW,Reims,fr Ligue 1,20-045,2003,6.7,9,5,6,2,1,3,11,27.3,8,6,0,6,3,12,4,0,Matches
619,Amad Diallo,ci CIV,FW,Manchester Utd,eng Premier League,21-207,2002,0.4,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,Matches
620,Amadou Diallo,eng ENG,MF,Newcastle Utd,eng Premier League,20-353,2003,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
621,Assane Diao,es ESP,FW,Betis,es La Liga,18-149,2005,10.6,18,11,5,7,6,5,15,33.3,10,20,4,16,7,25,7,0,Matches
622,Mouhamadou Diarra,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,20-031,2004,14.4,12,9,3,9,0,2,18,11.1,16,15,4,11,11,23,7,0,Matches
623,Moussa Diarra,ml MLI,DF,Toulouse,fr Ligue 1,23-085,2000,8.4,18,6,9,8,1,8,17,47.1,9,19,10,9,13,31,27,0,Matches
624,Rúben Dias,pt POR,DF,Manchester City,eng Premier League,26-265,1997,15.4,19,9,6,12,1,9,15,60,6,19,9,10,15,34,51,0,Matches
625,Krépin Diatta,sn SEN,"DF,MF",Monaco,fr Ligue 1,24-343,1999,7,15,10,6,8,1,12,25,48,13,11,1,10,8,23,9,0,Matches
626,Mory Diaw,sn SEN,GK,Clermont Foot,fr Ligue 1,30-226,1993,17,0,0,0,0,0,0,0,,0,0,0,0,1,1,6,2,Matches
627,Mahamadou Diawara,fr FRA,MF,Lyon,fr Ligue 1,18-351,2005,3.8,8,5,4,4,0,3,10,30,7,4,1,3,3,11,4,0,Matches
628,Brahim Díaz,es ESP,"MF,FW",Real Madrid,es La Liga,24-184,1999,7.2,10,7,1,8,1,4,9,44.4,5,6,0,6,2,12,0,0,Matches
629,Luis Díaz,co COL,FW,Liverpool,eng Premier League,27-021,1997,14.5,15,11,2,7,6,4,19,21.1,15,9,0,9,2,17,3,0,Matches
630,Víctor Díaz,es ESP,"DF,MF",Granada,es La Liga,35-236,1988,1.8,5,3,2,3,0,1,3,33.3,2,1,0,1,1,6,8,0,Matches
631,Famara Diedhiou,sn SEN,"FW,MF",Granada,es La Liga,31-050,1992,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,2,0,Matches
632,Justin Diehl,de GER,"FW,MF",Köln,de Bundesliga,19-068,2004,0.8,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,Matches
633,Bamba Dieng,sn SEN,FW,Lorient,fr Ligue 1,23-317,2000,4.3,2,2,0,2,0,1,2,50,1,1,0,1,0,2,5,0,Matches
634,Eric Dier,eng ENG,DF,Tottenham,eng Premier League,30-019,1994,2.2,2,1,2,0,0,2,2,100,0,3,3,0,2,4,12,0,Matches
635,Eric Dier,eng ENG,DF,Bayern Munich,de Bundesliga,30-019,1994,1.5,0,0,0,0,0,0,0,,0,0,0,0,2,2,6,0,Matches
636,Guillaume Dietsch,fr FRA,GK,Metz,fr Ligue 1,22-292,2001,0.8,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
637,Florian Dietz,de GER,FW,Köln,de Bundesliga,25-184,1998,0.5,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
638,Lucas Digne,fr FRA,DF,Aston Villa,eng Premier League,30-198,1993,16.9,30,13,23,6,1,17,29,58.6,12,10,0,10,19,49,37,0,Matches
639,Federico Dimarco,it ITA,DF,Inter,it Serie A,26-085,1997,12.7,24,16,9,11,4,12,24,50,12,12,2,10,7,31,22,1,Matches
640,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,es La Liga,30-040,1993,22,0,0,0,0,0,0,0,,0,0,0,0,0,0,10,3,Matches
641,Junior Dina Ebimbe,fr FRA,"MF,DF",Eint Frankfurt,de Bundesliga,23-074,2000,13.2,23,14,7,10,6,9,23,39.1,14,20,6,14,4,27,23,0,Matches
642,Eren Dinkçi,de GER,"FW,MF",Heidenheim,de Bundesliga,22-052,2001,16.6,18,9,11,6,1,10,25,40,15,19,2,17,5,23,15,0,Matches
643,Sinaly Diomande,ci CIV,DF,Lyon,fr Ligue 1,22-300,2001,9.9,10,4,5,3,2,9,16,56.3,7,12,9,3,15,25,26,1,Matches
644,Edan Diop,fr FRA,"MF,DF",Monaco,fr Ligue 1,19-159,2004,1.3,5,5,3,1,1,2,3,66.7,1,1,0,1,1,6,3,0,Matches
645,Issa Diop,fr FRA,DF,Fulham,eng Premier League,27-025,1997,10.7,15,9,10,4,1,7,11,63.6,4,15,10,5,11,26,54,1,Matches
646,Sofiane Diop,fr FRA,FW,Nice,fr Ligue 1,23-239,2000,5.5,8,6,3,4,1,4,10,40,6,4,0,4,3,11,3,0,Matches
647,Andy Diouf,fr FRA,MF,Lens,fr Ligue 1,20-262,2003,9.9,20,13,9,9,2,12,18,66.7,6,10,1,9,3,23,3,0,Matches
648,Yehvann Diouf,fr FRA,GK,Reims,fr Ligue 1,24-079,1999,19,0,0,0,0,0,0,0,,0,0,0,0,0,0,11,1,Matches
649,Axel Disasi,fr FRA,DF,Chelsea,eng Premier League,25-329,1998,19.7,22,12,11,8,3,14,18,77.8,4,17,12,5,11,33,66,1,Matches
650,Chaim El Djebali,tn TUN,MF,Lyon,fr Ligue 1,19-361,2004,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
651,Djené,tg TOG,"MF,DF",Getafe,es La Liga,32-034,1991,15.2,17,9,7,9,1,6,12,50,6,17,6,11,14,31,36,0,Matches
652,Koffi Djidji,ci CIV,DF,Torino,it Serie A,31-065,1992,2.5,4,3,2,2,0,2,2,100,0,5,3,2,5,9,11,0,Matches
653,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,30-349,1993,19,19,14,11,8,0,4,11,36.4,7,37,22,15,37,56,55,0,Matches
654,Marko Dmitrović,rs SRB,GK,Sevilla,es La Liga,32-010,1992,13,1,1,1,0,0,1,2,50,1,0,0,0,1,2,5,0,Matches
655,Ben Doak,sct SCO,FW,Liverpool,eng Premier League,18-084,2005,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
656,Ritsu Doan,jp JPN,"MF,FW",Freiburg,de Bundesliga,25-232,1998,11.8,23,13,11,8,4,9,17,52.9,8,11,1,10,3,26,14,0,Matches
657,Lewis Dobbin,eng ENG,MF,Everton,eng Premier League,21-031,2003,1.9,5,4,3,1,1,3,7,42.9,4,4,1,3,1,6,0,0,Matches
658,Dodô,br BRA,DF,Fiorentina,it Serie A,25-078,1998,3,3,2,1,2,0,1,4,25,3,2,0,2,3,6,6,0,Matches
659,Danilho Doekhi,nl NED,DF,Union Berlin,de Bundesliga,25-218,1998,8,14,10,9,5,0,5,9,55.6,4,13,3,10,15,29,25,0,Matches
660,Matt Doherty,ie IRL,"DF,MF",Wolves,eng Premier League,32-018,1992,6.3,13,7,6,5,2,5,11,45.5,6,6,2,4,3,16,21,0,Matches
661,Josh Doig,sct SCO,DF,Hellas Verona,it Serie A,21-261,2002,9.2,16,9,9,7,0,13,17,76.5,4,12,3,9,4,20,17,1,Matches
662,Josh Doig,sct SCO,DF,Sassuolo,it Serie A,21-261,2002,1,2,2,2,0,0,2,5,40,3,3,1,2,1,3,2,0,Matches
663,Jeremy Doku,be BEL,"FW,DF",Manchester City,eng Premier League,21-252,2002,9.6,24,16,8,9,7,8,15,53.3,7,6,0,6,7,31,3,0,Matches
664,Jeremy Doku,be BEL,FW,Rennes,fr Ligue 1,21-252,2002,1.2,2,2,1,0,1,1,1,100,0,0,0,0,0,2,0,0,Matches
665,Carlos Dominguez,es ESP,DF,Celta Vigo,es La Liga,22-357,2001,8.5,18,10,5,9,4,12,19,63.2,7,11,4,7,17,35,33,0,Matches
666,Mario Dominguez,es ESP,FW,Valencia,es La Liga,19-358,2004,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
667,Nicolás Domínguez,ar ARG,"MF,FW",Nott'ham Forest,eng Premier League,25-220,1998,9.9,34,20,19,14,1,14,24,58.3,10,12,2,10,7,41,17,0,Matches
668,Nicolás Domínguez,ar ARG,MF,Bologna,it Serie A,25-220,1998,1.1,1,0,1,0,0,0,2,0,2,3,0,3,0,1,2,0,Matches
669,Giulio Donati,it ITA,DF,Monza,it Serie A,33-363,1990,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
670,Jamie Donley,eng ENG,FW,Tottenham,eng Premier League,19-031,2005,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,Matches
671,Gianluigi Donnarumma,it ITA,GK,Paris S-G,fr Ligue 1,24-343,1999,17.1,0,0,0,0,0,0,0,,0,0,0,0,1,1,4,4,Matches
672,Patrick Dorgu,dk DEN,DF,Lecce,it Serie A,19-100,2004,8.2,24,14,17,6,1,13,18,72.2,5,9,3,6,6,30,23,2,Matches
673,Niklas Dorsch,de GER,MF,Augsburg,de Bundesliga,26-019,1998,12.7,29,21,11,18,0,11,27,40.7,16,11,8,3,14,43,22,0,Matches
674,Gabriel Dos Santos,br BRA,DF,Arsenal,eng Premier League,26-046,1997,18.2,22,10,12,9,1,11,13,84.6,2,29,21,8,17,39,49,0,Matches
675,Alberto Dossena,it ITA,DF,Cagliari,it Serie A,25-113,1998,21.1,40,27,34,6,0,23,34,67.6,11,35,20,15,31,71,115,2,Matches
676,Carlos Dotor,es ESP,MF,Celta Vigo,es La Liga,22-325,2001,7.7,14,7,3,8,3,4,13,30.8,9,12,2,10,4,18,3,0,Matches
677,Abdoulaye Doucouré,ml MLI,"FW,MF",Everton,eng Premier League,31-033,1993,17,28,18,12,11,5,12,27,44.4,15,16,2,14,12,40,10,0,Matches
678,Cheick Doucouré,ml MLI,MF,Crystal Palace,eng Premier League,24-026,2000,10.2,34,17,15,13,6,18,30,60,12,13,2,11,20,54,12,0,Matches
679,Siriné Doucouré,ml MLI,FW,Lorient,fr Ligue 1,21-301,2002,4.7,8,6,0,4,4,3,3,100,0,4,0,4,1,9,6,0,Matches
680,Désiré Doué,fr FRA,"MF,FW",Rennes,fr Ligue 1,18-245,2005,7.4,16,8,5,6,5,4,15,26.7,11,15,0,15,6,22,3,0,Matches
681,Guela Doué,fr FRA,DF,Rennes,fr Ligue 1,21-109,2002,4.2,7,6,2,4,1,5,12,41.7,7,3,1,2,6,13,17,0,Matches
682,Alfie Doughty,eng ENG,"DF,MF",Luton Town,eng Premier League,24-044,1999,16.6,35,23,16,12,7,20,40,50,20,23,1,22,17,52,27,1,Matches
683,Douglas,br BRA,MF,Nantes,fr Ligue 1,27-021,1997,12.6,49,31,18,26,5,17,35,48.6,18,18,7,11,21,70,19,0,Matches
684,Ismaël Doukouré,fr FRA,"MF,DF",Strasbourg,fr Ligue 1,20-194,2003,12.9,18,13,4,13,1,12,16,75,4,12,5,7,17,35,12,2,Matches
685,Kamory Doumbia,ml MLI,MF,Brest,fr Ligue 1,20-350,2003,4,11,8,0,4,7,4,12,33.3,8,11,0,11,3,14,3,0,Matches
686,Anastasios Douvikas,gr GRE,FW,Celta Vigo,es La Liga,24-185,1999,6,8,5,1,3,4,0,5,0,5,2,1,1,1,9,6,0,Matches
687,Artem Dovbyk,ua UKR,FW,Girona,es La Liga,26-227,1997,14.8,3,2,2,0,1,0,1,0,1,6,1,5,0,3,15,0,Matches
688,Nikola Dovedan,at AUT,"MF,FW",Heidenheim,de Bundesliga,29-212,1994,2.8,8,6,1,7,0,3,9,33.3,6,4,0,4,0,8,1,0,Matches
689,Damion Downs,de GER,"FW,MF",Köln,de Bundesliga,19-212,2004,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
690,Tommy Doyle,eng ENG,MF,Wolves,eng Premier League,22-109,2001,6.5,12,5,7,4,1,6,9,66.7,3,12,6,6,7,19,10,0,Matches
691,Radu Drăgușin,ro ROU,"MF,DF",Tottenham,eng Premier League,22-000,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0,Matches
692,Radu Drăgușin,ro ROU,DF,Genoa,it Serie A,22-000,2002,19,16,11,9,6,1,8,9,88.9,1,18,12,6,21,37,87,3,Matches
693,Dion Drena Beljo,hr CRO,"FW,MF",Augsburg,de Bundesliga,21-339,2002,4.9,0,0,0,0,0,0,1,0,1,6,1,5,1,1,3,0,Matches
694,Domingos Duarte,pt POR,DF,Getafe,es La Liga,28-330,1995,8.9,7,4,6,0,1,5,7,71.4,2,6,5,1,6,13,24,0,Matches
695,Rubén Duarte,es ESP,DF,Alavés,es La Liga,28-108,1995,13,26,17,16,8,2,10,17,58.8,7,11,2,9,16,42,41,0,Matches
696,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,35-019,1989,8.1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,Matches
697,Marvin Ducksch,de GER,FW,Werder Bremen,de Bundesliga,29-333,1994,15.9,6,2,4,2,0,4,9,44.4,5,0,0,0,2,8,14,0,Matches
698,Ondrej Duda,sk SVK,MF,Hellas Verona,it Serie A,29-060,1994,15.5,33,20,9,21,3,18,34,52.9,16,18,5,13,15,48,12,0,Matches
699,Denzel Dumfries,nl NED,DF,Inter,it Serie A,27-291,1996,11.5,16,11,5,10,1,5,15,33.3,10,13,4,9,6,22,19,0,Matches
700,Paul Dummett,wls WAL,DF,Newcastle Utd,eng Premier League,32-130,1991,0.1,1,0,1,0,0,1,1,100,0,0,0,0,0,1,0,0,Matches
701,Alfred Duncan,gh GHA,MF,Fiorentina,it Serie A,30-330,1993,14.2,23,14,8,11,4,11,25,44,14,20,4,16,8,31,7,0,Matches
702,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,32-074,1991,17.7,16,9,9,6,1,7,22,31.8,15,33,25,8,15,31,40,1,Matches
703,Jhon Durán,co COL,"FW,MF",Aston Villa,eng Premier League,20-052,2003,2.1,3,3,1,1,1,0,3,0,3,3,0,3,0,3,7,0,Matches
704,Hugo Duro,es ESP,FW,Valencia,es La Liga,24-085,1999,20,10,6,2,5,3,5,19,26.3,14,15,3,12,1,11,16,0,Matches
705,Jean-Kevin Duverne,ht HAI,DF,Nantes,fr Ligue 1,26-206,1997,11,29,17,13,13,3,15,35,42.9,20,12,5,7,15,44,23,0,Matches
706,Paulo Dybala,ar ARG,"FW,MF",Roma,it Serie A,30-080,1993,12.2,16,10,3,5,8,1,8,12.5,7,7,0,7,2,18,2,0,Matches
707,Aron Dønnum,no NOR,"FW,MF",Toulouse,fr Ligue 1,25-289,1998,11.2,7,5,2,3,2,3,13,23.1,10,10,0,10,5,12,12,1,Matches
708,Festy Ebosele,ie IRL,DF,Udinese,it Serie A,21-185,2002,15.8,26,16,19,6,1,18,31,58.1,13,24,1,23,6,32,24,0,Matches
709,Enzo Ebosse,cm CMR,DF,Udinese,it Serie A,24-329,1999,0.1,1,1,1,0,0,0,1,0,1,0,0,0,1,2,0,0,Matches
710,Tyronne Ebuehi,ng NGA,DF,Empoli,it Serie A,28-049,1995,11.9,14,9,9,5,0,7,11,63.6,4,9,4,5,6,20,27,0,Matches
711,Ederson,br BRA,GK,Manchester City,eng Premier League,30-170,1993,19.1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,Matches
712,Éderson,br BRA,MF,Atalanta,it Serie A,24-211,1999,19.5,54,36,20,27,7,31,42,73.8,11,27,3,24,28,82,16,1,Matches
713,Odsonne Édouard,fr FRA,FW,Crystal Palace,eng Premier League,26-018,1998,13.8,17,10,5,5,7,3,13,23.1,10,13,1,12,5,22,15,0,Matches
714,John Egan,ie IRL,DF,Sheffield Utd,eng Premier League,31-106,1992,5.4,6,4,4,2,0,4,11,36.4,7,10,4,6,13,19,39,1,Matches
715,Maximilian Eggestein,de GER,MF,Freiburg,de Bundesliga,27-057,1996,18.5,23,10,12,8,3,4,16,25,12,30,13,17,18,41,27,0,Matches
716,Lilian Egloff,de GER,"MF,DF",Stuttgart,de Bundesliga,21-167,2002,1.2,4,1,3,1,0,2,4,50,2,3,1,2,1,5,0,0,Matches
717,Kingsley Ehizibue,nl NED,DF,Udinese,it Serie A,28-254,1995,1.9,4,3,3,1,0,2,2,100,0,2,0,2,2,6,2,0,Matches
718,Hjalmar Ekdal,se SWE,DF,Burnley,eng Premier League,25-105,1998,3.1,2,1,1,1,0,0,1,0,1,4,2,2,4,6,15,0,Matches
719,Hugo Ekitike,fr FRA,FW,Paris S-G,fr Ligue 1,21-228,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
720,Emmanuel Ekong,se SWE,FW,Empoli,it Serie A,21-223,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
721,Caleb Ekuban,gh GHA,FW,Genoa,it Serie A,29-317,1994,6.9,6,3,1,3,2,3,5,60,2,9,2,7,0,6,6,0,Matches
722,Anthony Elanga,se SWE,"FW,MF",Nott'ham Forest,eng Premier League,21-282,2002,15.3,19,12,12,4,3,8,18,44.4,10,17,2,15,7,26,9,0,Matches
723,Simon Elisor,fr FRA,FW,Metz,fr Ligue 1,24-196,1999,8.5,9,2,3,2,4,2,6,33.3,4,6,1,5,0,9,9,0,Matches
724,Harvey Elliott,eng ENG,"MF,FW",Liverpool,eng Premier League,20-305,2003,5.5,13,10,3,7,3,6,15,40,9,7,0,7,2,15,4,0,Matches
725,Elif Elmas,mk MKD,"FW,MF",Napoli,it Serie A,24-132,1999,3.8,4,3,1,3,0,2,2,100,0,2,0,2,2,6,8,0,Matches
726,Elif Elmas,mk MKD,"MF,DF",RB Leipzig,de Bundesliga,24-132,1999,0.3,3,1,1,1,1,3,3,100,0,1,0,1,0,3,0,0,Matches
727,Mohamed Elneny,eg EGY,MF,Arsenal,eng Premier League,31-207,1992,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
728,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,29-312,1994,5.5,6,4,1,4,1,5,8,62.5,3,6,5,1,5,11,15,0,Matches
729,Nico Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,27-126,1996,14.9,20,9,15,4,1,13,16,81.3,3,19,12,7,20,40,80,1,Matches
730,Adri Embarba,es ESP,"FW,MF",Almería,es La Liga,31-272,1992,15.2,32,20,18,6,8,13,30,43.3,17,16,0,16,9,41,4,0,Matches
731,Emanuel Emegha,nl NED,FW,Strasbourg,fr Ligue 1,21-000,2003,12.3,3,2,2,0,1,3,6,50,3,8,2,6,2,5,14,0,Matches
732,Emerson,br BRA,DF,Tottenham,eng Premier League,25-020,1999,8.7,24,17,17,7,0,15,30,50,15,13,6,7,14,38,41,1,Matches
733,Youssef En-Nesyri,ma MAR,FW,Sevilla,es La Liga,26-247,1997,13.3,5,3,0,3,2,0,2,0,2,3,0,3,3,8,8,0,Matches
734,Wataru Endo,jp JPN,MF,Liverpool,eng Premier League,30-359,1993,7.8,16,11,5,9,2,7,22,31.8,15,9,0,9,9,25,16,1,Matches
735,Arne Engels,be BEL,"MF,DF",Augsburg,de Bundesliga,20-148,2003,8.9,15,10,2,10,3,7,19,36.8,12,17,1,16,6,21,10,0,Matches
736,Christian Eriksen,dk DEN,MF,Manchester Utd,eng Premier League,31-354,1992,9.4,13,11,4,7,2,7,24,29.2,17,14,5,9,3,16,9,0,Matches
737,Martin Erlic,hr CRO,DF,Sassuolo,it Serie A,26-010,1998,18.3,26,14,21,3,2,14,20,70,6,18,10,8,19,45,82,1,Matches
738,Gonzalo Escalante,ar ARG,MF,Cádiz,es La Liga,30-313,1993,10.3,28,17,12,10,6,15,32,46.9,17,10,3,7,15,43,18,1,Matches
739,Alfonso Espino,uy URU,DF,Rayo Vallecano,es La Liga,32-029,1992,18.9,49,32,29,18,2,21,56,37.5,35,12,1,11,23,72,40,0,Matches
740,Bernardo Espinosa,co COL,DF,Girona,es La Liga,34-207,1989,0,1,1,1,0,0,1,1,100,0,0,0,0,0,1,2,0,Matches
741,Maxime Estève,fr FRA,DF,Montpellier,fr Ligue 1,21-253,2002,11.1,16,12,11,5,0,10,15,66.7,5,13,9,4,18,34,50,0,Matches
742,Oscar Estupiñan,co COL,FW,Metz,fr Ligue 1,27-036,1996,2.9,5,4,0,3,2,1,2,50,1,2,0,2,0,5,0,0,Matches
743,Pervis Estupiñán,ec ECU,DF,Brighton,eng Premier League,26-013,1998,8.3,13,7,6,6,1,8,15,53.3,7,9,2,7,13,26,10,0,Matches
744,Karl Etta,cm CMR,FW,Cádiz,es La Liga,20-033,2004,0.2,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,Matches
745,Jonny Evans,nir NIR,DF,Manchester Utd,eng Premier League,36-031,1988,9.8,8,4,6,2,0,6,13,46.2,7,11,8,3,11,19,45,0,Matches
746,Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,eng Premier League,25-219,1998,12.9,23,9,1,11,11,10,21,47.6,11,10,1,9,5,28,4,0,Matches
747,Abdessamad Ezzalzouli,ma MAR,"FW,MF",Barcelona,es La Liga,22-048,2001,0.8,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,Matches
748,Abdessamad Ezzalzouli,ma MAR,FW,Betis,es La Liga,22-048,2001,5.6,7,6,1,4,2,3,6,50,3,5,0,5,4,11,0,0,Matches
749,Giovanni Fabbian,it ITA,"MF,FW",Bologna,it Serie A,21-020,2003,4.9,8,3,4,4,0,2,5,40,3,0,0,0,2,10,6,0,Matches
