Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
2120,Nicola Sansone,it ITA,"FW,MF",Lecce,it Serie A,32-146,1991,4.6,6,4,4,1,1,3,10,30,7,3,1,2,3,9,1,0,Matches
2121,Baptiste Santamaria,fr FRA,MF,Rennes,fr Ligue 1,28-331,1995,10.3,26,17,12,9,5,14,23,60.9,9,5,2,3,13,39,14,0,Matches
2122,Jesús Santiago,es ESP,MF,Getafe,es La Liga,19-254,2004,0.9,2,1,0,0,2,1,1,100,0,0,0,0,0,2,0,0,Matches
2123,Andrey Santos,br BRA,MF,Nott'ham Forest,eng Premier League,19-276,2004,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
2124,Tiago santos,pt POR,DF,Lille,fr Ligue 1,21-195,2002,12.4,32,23,12,12,8,17,32,53.1,15,13,1,12,9,41,15,0,Matches
2125,Riccardo Saponara,it ITA,"FW,MF",Hellas Verona,it Serie A,32-044,1991,3.8,3,1,2,0,1,1,7,14.3,6,4,0,4,0,3,2,0,Matches
2126,Pablo Sarabia,es ESP,"FW,MF",Wolves,eng Premier League,31-268,1992,8.6,11,7,6,4,1,6,17,35.3,11,8,1,7,5,16,4,0,Matches
2127,Amin Sarr,se SWE,"FW,MF",Lyon,fr Ligue 1,22-329,2001,1.1,1,0,0,1,0,0,0,,0,1,0,1,0,1,1,0,Matches
2128,Amin Sarr,se SWE,"FW,MF",Wolfsburg,de Bundesliga,22-329,2001,1.1,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,Matches
2129,Bouna Sarr,sn SEN,DF,Bayern Munich,de Bundesliga,32-003,1992,1.2,2,0,1,1,0,2,2,100,0,3,0,3,0,2,1,0,Matches
2130,Ismaila Sarr,sn SEN,"FW,MF",Marseille,fr Ligue 1,25-343,1998,9.2,9,5,1,7,1,2,11,18.2,9,10,3,7,9,18,2,0,Matches
2131,Mamadou Sarr,fr FRA,DF,Lyon,fr Ligue 1,18-158,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
2132,Martin Satriano,uy URU,FW,Brest,fr Ligue 1,22-348,2001,8.9,10,8,3,7,0,5,10,50,5,9,3,6,4,14,16,0,Matches
2133,Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,32-043,1991,18.4,26,14,12,10,4,8,40,20,32,24,7,17,21,47,18,1,Matches
2134,Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,33-026,1991,10,14,11,8,5,1,6,16,37.5,10,21,10,11,19,33,30,1,Matches
2135,Sávio,br BRA,"MF,FW",Girona,es La Liga,19-299,2004,19.2,22,16,6,13,3,8,16,50,8,22,0,22,9,31,8,1,Matches
2136,Saba Sazonov,ge GEO,DF,Torino,it Serie A,22-002,2002,1.8,4,4,3,1,0,2,2,100,0,4,4,0,1,5,12,0,Matches
2137,Joe Scally,us USA,DF,M'Gladbach,de Bundesliga,21-034,2002,15.9,32,22,16,14,2,19,30,63.3,11,20,7,13,15,47,53,2,Matches
2138,Giorgio Scalvini,it ITA,DF,Atalanta,it Serie A,20-054,2003,16.9,38,23,23,13,2,11,19,57.9,8,33,12,21,39,77,44,0,Matches
2139,Gianluca Scamacca,it ITA,FW,Atalanta,it Serie A,25-033,1999,8.5,7,4,2,2,3,3,5,60,2,4,0,4,2,9,7,0,Matches
2140,Kevin Schade,de GER,"FW,MF",Brentford,eng Premier League,22-068,2001,2.9,2,1,1,1,0,0,3,0,3,0,0,0,1,3,3,0,Matches
2141,András Schäfer,hu HUN,MF,Union Berlin,de Bundesliga,24-296,1999,3.3,6,5,1,4,1,3,7,42.9,4,6,0,6,6,12,1,0,Matches
2142,Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,32-045,1991,21.1,26,17,19,6,1,11,22,50,11,32,25,7,20,46,87,0,Matches
2143,Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,28-010,1996,4.3,2,2,0,0,2,0,1,0,1,1,0,1,1,3,1,0,Matches
2144,Stefan Schimmer,de GER,"MF,FW",Heidenheim,de Bundesliga,29-281,1994,1.1,1,1,0,1,0,0,3,0,3,1,0,1,1,2,4,0,Matches
2145,Xaver Schlager,at AUT,MF,RB Leipzig,de Bundesliga,26-128,1997,16.6,46,29,21,21,4,14,34,41.2,20,23,5,18,14,60,11,0,Matches
2146,Keven Schlotterbeck,de GER,DF,Bochum,de Bundesliga,26-281,1997,10,20,11,15,4,1,11,12,91.7,1,15,11,4,13,33,43,0,Matches
2147,Nico Schlotterbeck,de GER,DF,Dortmund,de Bundesliga,24-064,1999,18.5,31,21,16,14,1,17,32,53.1,15,28,15,13,21,52,65,2,Matches
2148,Jeffrey Schlupp,gh GHA,"FW,MF",Crystal Palace,eng Premier League,31-042,1992,13.1,33,19,14,14,5,8,16,50,8,12,2,10,7,40,23,0,Matches
2149,Romano Schmid,at AUT,MF,Werder Bremen,de Bundesliga,24-007,2000,15.5,21,13,5,12,4,11,28,39.3,17,18,1,17,5,26,9,2,Matches
2150,Kenneth Schmidt,de GER,DF,Freiburg,de Bundesliga,21-245,2002,0.8,2,2,2,0,0,2,4,50,2,1,0,1,1,3,2,0,Matches
2151,Niklas Schmidt,de GER,MF,Toulouse,fr Ligue 1,25-339,1998,9.8,29,18,11,15,3,13,22,59.1,9,8,5,3,4,33,10,0,Matches
2152,Benno Schmitz,de GER,DF,Köln,de Bundesliga,29-078,1994,6.7,14,8,12,2,0,9,19,47.4,10,12,2,10,4,18,15,0,Matches
2153,Fabian Schnellhardt,de GER,MF,Darmstadt 98,de Bundesliga,30-022,1994,2.3,4,1,2,1,1,1,3,33.3,2,1,0,1,4,8,5,0,Matches
2154,Jan Schöppner,de GER,MF,Heidenheim,de Bundesliga,24-236,1999,9.9,15,6,8,7,0,7,14,50,7,12,3,9,12,27,24,0,Matches
2155,Marcel Schuhen,de GER,GK,Darmstadt 98,de Bundesliga,31-021,1993,18,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,3,Matches
2156,Perr Schuurs,nl NED,DF,Torino,it Serie A,24-069,1999,8.6,20,12,11,8,1,3,9,33.3,6,10,2,8,9,29,23,0,Matches
2157,Marvin Schwäbe,de GER,GK,Köln,de Bundesliga,28-284,1995,19,1,0,1,0,0,1,1,100,0,0,0,0,0,1,9,0,Matches
2158,Alex Scott,eng ENG,MF,Bournemouth,eng Premier League,20-166,2003,4.9,8,5,3,4,1,4,9,44.4,5,7,2,5,7,15,8,1,Matches
2159,Simone Scuffet,it ITA,GK,Cagliari,it Serie A,27-248,1996,15,1,0,1,0,0,1,1,100,0,1,0,1,1,2,5,0,Matches
2160,Jérémy Sebas,mq MTQ,FW,Strasbourg,fr Ligue 1,20-295,2003,0.7,2,0,1,1,0,1,2,50,1,0,0,0,0,2,0,0,Matches
2161,Manuel Sebastián,es ESP,MF,Sevilla,es La Liga,19-191,2004,0.2,1,0,1,0,0,1,1,100,0,2,0,2,0,1,0,0,Matches
2162,Demba Seck,sn SEN,MF,Torino,it Serie A,22-358,2001,4.7,5,3,1,4,0,3,4,75,1,1,0,1,1,6,0,0,Matches
2163,Demba Seck,sn SEN,FW,Frosinone,it Serie A,22-358,2001,0.8,3,1,1,1,1,1,1,100,0,2,0,2,0,3,0,0,Matches
2164,Aleksandar Sedlar,rs SRB,DF,Alavés,es La Liga,32-052,1991,10.5,14,10,10,4,0,10,16,62.5,6,8,4,4,13,27,43,0,Matches
2165,Alidu Seidu,gh GHA,DF,Clermont Foot,fr Ligue 1,23-244,2000,12.6,32,24,17,15,0,24,31,77.4,7,15,7,8,25,57,37,0,Matches
2166,Nicolas Seiwald,at AUT,MF,RB Leipzig,de Bundesliga,22-275,2001,3.2,13,7,9,3,1,6,11,54.5,5,5,1,4,3,16,1,0,Matches
2167,Davie Selke,de GER,FW,Köln,de Bundesliga,29-014,1995,12,4,2,1,3,0,0,2,0,2,4,2,2,0,4,16,0,Matches
2168,Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,31-342,1992,19,0,0,0,0,0,0,0,,0,2,0,2,0,0,13,1,Matches
2169,Nélson Semedo,pt POR,"DF,MF",Wolves,eng Premier League,30-079,1993,20.2,53,32,33,13,7,25,42,59.5,17,25,7,18,20,73,51,0,Matches
2170,Vivaldo Semedo,pt POR,FW,Udinese,it Serie A,19-006,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
2171,Antoine Semenyo,gh GHA,FW,Bournemouth,eng Premier League,24-027,2000,10.2,13,9,5,4,4,5,11,45.5,6,11,1,10,3,16,6,0,Matches
2172,Marvin Senaya,tg TOG,DF,Strasbourg,fr Ligue 1,23-006,2001,13.3,46,32,27,15,4,29,47,61.7,18,23,9,14,26,72,40,0,Matches
2173,Marcos Senesi,ar ARG,DF,Bournemouth,eng Premier League,26-269,1997,14.4,32,15,17,14,1,12,33,36.4,21,31,17,14,16,48,65,1,Matches
2174,Stefano Sensi,it ITA,MF,Inter,it Serie A,28-182,1995,0.3,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,Matches
2175,Suat Serdar,de GER,MF,Hellas Verona,it Serie A,26-298,1997,5.3,17,12,7,9,1,6,11,54.5,5,4,0,4,5,22,7,0,Matches
2176,Benjamin Šeško,si SVN,FW,RB Leipzig,de Bundesliga,20-248,2003,6.4,7,2,2,4,1,1,4,25,3,15,1,14,1,8,10,0,Matches
2177,Kevin Sessa,de GER,"MF,FW",Heidenheim,de Bundesliga,23-212,2000,3.7,6,2,4,1,1,3,8,37.5,5,6,1,5,1,7,5,0,Matches
2178,Aaron Seydel,de GER,FW,Darmstadt 98,de Bundesliga,27-361,1996,2.9,2,1,0,2,0,0,0,,0,5,2,3,0,2,5,0,Matches
2179,Stephan El Shaarawy,it ITA,"FW,DF",Roma,it Serie A,31-099,1992,10.2,12,6,9,3,0,2,7,28.6,5,7,3,4,4,16,8,0,Matches
2180,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,28-206,1995,8.7,9,7,5,3,1,7,12,58.3,5,16,10,6,5,14,34,0,Matches
2181,Eldor Shomurodov,uz UZB,"FW,MF",Cagliari,it Serie A,28-219,1995,3.5,2,1,0,1,1,2,5,40,3,1,0,1,1,3,0,0,Matches
2182,Steven Shpendi,al ALB,"FW,MF",Empoli,it Serie A,20-260,2003,4.4,0,0,0,0,0,0,4,0,4,2,1,1,1,1,0,0,Matches
2183,Sofiane Sidi Ali,fr FRA,MF,Marseille,fr Ligue 1,28-204,1995,0.1,2,0,0,2,0,1,1,100,0,0,0,0,1,3,0,0,Matches
2184,Vincent Sierro,ch SUI,MF,Toulouse,fr Ligue 1,28-118,1995,13.3,17,8,3,10,4,11,37,29.7,26,19,6,13,15,32,15,0,Matches
2185,Tim Siersleben,de GER,DF,Heidenheim,de Bundesliga,23-331,2000,9.5,25,9,19,6,0,8,19,42.1,11,16,10,6,20,45,26,1,Matches
2186,Kiliann Sildillia,fr FRA,DF,Freiburg,de Bundesliga,21-263,2002,14.5,28,13,18,5,5,18,29,62.1,11,21,8,13,14,42,42,0,Matches
2187,André Silva,pt POR,FW,Real Sociedad,es La Liga,28-089,1995,2.1,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,0,Matches
2188,Bernardo Silva,pt POR,"MF,FW",Manchester City,eng Premier League,29-177,1994,15.8,31,15,9,16,6,17,34,50,17,17,3,14,4,35,9,1,Matches
2189,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,fr Ligue 1,26-187,1997,5.9,12,6,3,6,3,6,9,66.7,3,7,1,6,3,15,8,0,Matches
2190,Fábio Silva,pt POR,FW,Wolves,eng Premier League,21-199,2002,2.9,7,4,3,4,0,2,3,66.7,1,1,0,1,2,9,0,0,Matches
2191,Rui Silva,pt POR,GK,Betis,es La Liga,29-361,1994,12.5,0,0,0,0,0,0,3,0,3,0,0,0,1,1,5,1,Matches
2192,Thiago Silva,br BRA,DF,Chelsea,eng Premier League,39-134,1984,20.4,23,10,19,3,1,15,26,57.7,11,24,18,6,19,42,102,3,Matches
2193,Marco Silvestri,it ITA,GK,Udinese,it Serie A,32-338,1991,17,0,0,0,0,0,0,3,0,3,1,0,1,0,0,5,3,Matches
2194,Mohamed Simakan,fr FRA,DF,RB Leipzig,de Bundesliga,23-276,2000,17.5,30,18,18,12,0,21,29,72.4,8,27,11,16,23,53,49,0,Matches
2195,Giovanni Simeone,ar ARG,FW,Napoli,it Serie A,28-213,1995,4.4,7,1,1,3,3,2,10,20,8,5,0,5,0,7,4,0,Matches
2196,Giuliano Simeone,ar ARG,"FW,MF",Alavés,es La Liga,21-047,2002,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
2197,Jan-Carlo Simic,rs SRB,DF,Milan,it Serie A,18-277,2005,1.3,1,1,1,0,0,0,0,,0,4,3,1,0,1,2,0,Matches
2198,Moses Simon,ng NGA,"FW,MF",Nantes,fr Ligue 1,28-206,1995,15.9,6,5,2,4,0,2,6,33.3,4,7,1,6,3,9,5,1,Matches
2199,Unai Simón,es ESP,GK,Athletic Club,es La Liga,26-237,1997,23,2,1,1,1,0,2,3,66.7,1,0,0,0,1,3,9,0,Matches
2200,Xavi Simons,nl NED,MF,RB Leipzig,de Bundesliga,20-288,2003,16,14,6,5,7,2,9,18,50,9,13,0,13,7,21,2,0,Matches
2201,Wilfried Singo,ci CIV,DF,Monaco,fr Ligue 1,23-040,2000,15,18,15,10,8,0,6,11,54.5,5,15,8,7,30,48,48,1,Matches
2202,Luis Sinisterra,co COL,"FW,MF",Bournemouth,eng Premier League,24-231,1999,5,17,7,8,6,3,8,14,57.1,6,11,0,11,7,24,3,0,Matches
2203,Daley Sinkgraven,nl NED,DF,Las Palmas,es La Liga,28-214,1995,2.7,7,4,3,4,0,1,6,16.7,5,2,1,1,3,10,7,0,Matches
2204,Jailson Siqueira,br BRA,"DF,MF",Celta Vigo,es La Liga,28-149,1995,1.4,7,2,6,1,0,4,5,80,1,3,1,2,3,10,7,0,Matches
2205,Ayanda Sishuba,be BEL,"MF,FW",Lens,fr Ligue 1,19-001,2005,0.5,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,Matches
2206,Ibrahima Sissoko,ml MLI,MF,Strasbourg,fr Ligue 1,26-099,1997,9.7,25,16,8,13,4,16,22,72.7,6,9,5,4,9,34,16,0,Matches
2207,Moussa Sissoko,fr FRA,MF,Nantes,fr Ligue 1,34-171,1989,6.8,11,6,4,5,2,6,10,60,4,0,0,0,5,16,14,0,Matches
2208,Antonio Sivera,es ESP,GK,Alavés,es La Liga,27-176,1996,22,0,0,0,0,0,0,1,0,1,0,0,0,0,0,11,0,Matches
2209,Tim Skarke,de GER,"FW,MF",Darmstadt 98,de Bundesliga,27-149,1996,14.7,15,10,9,3,3,7,16,43.8,9,14,1,13,5,20,11,0,Matches
2210,Ellyes Skhiri,tn TUN,MF,Eint Frankfurt,de Bundesliga,28-269,1995,13.5,28,16,10,15,3,12,24,50,12,21,2,19,19,47,29,1,Matches
2211,Oliver Skipp,eng ENG,"MF,FW",Tottenham,eng Premier League,23-140,2000,6.4,15,10,7,5,3,8,13,61.5,5,10,1,9,1,16,6,0,Matches
2212,Leo Skiri Østigård,no NOR,DF,Napoli,it Serie A,24-067,1999,9.7,17,9,10,7,0,3,6,50,3,9,7,2,8,25,37,0,Matches
2213,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,32-274,1991,19,1,1,1,0,0,1,2,50,1,0,0,0,0,1,6,0,Matches
2214,Robert Skov,dk DEN,"DF,FW",Hoffenheim,de Bundesliga,27-259,1996,9.9,16,9,10,5,1,10,26,38.5,16,15,3,12,8,24,15,1,Matches
2215,Milan Škriniar,sk SVK,DF,Paris S-G,fr Ligue 1,28-357,1995,13.4,20,15,14,6,0,13,19,68.4,6,16,9,7,11,31,33,0,Matches
2216,Naatan Skyttä,fi FIN,"MF,FW",Toulouse,fr Ligue 1,21-272,2002,0.9,2,2,1,0,1,0,0,,0,0,0,0,0,2,0,0,Matches
2217,Chris Smalling,eng ENG,DF,Roma,it Serie A,34-073,1989,2.7,1,1,1,0,0,1,3,33.3,2,1,0,1,4,5,3,0,Matches
2218,Adam Smith,eng ENG,DF,Bournemouth,eng Premier League,32-280,1991,9.3,11,4,7,0,4,5,11,45.5,6,11,6,5,8,19,27,0,Matches
2219,Emile Smith Rowe,eng ENG,MF,Arsenal,eng Premier League,23-190,2000,2.4,3,0,2,1,0,2,4,50,2,3,1,2,1,4,0,0,Matches
2220,Hrvoje Smolčić,hr CRO,DF,Eint Frankfurt,de Bundesliga,23-170,2000,2.8,6,2,6,0,0,4,5,80,1,2,0,2,3,9,19,0,Matches
2221,Danilo Soares,br BRA,DF,Bochum,de Bundesliga,32-097,1991,3.9,10,6,5,3,2,5,8,62.5,3,6,0,6,7,17,11,0,Matches
2222,Eduard Sobol,ua UKR,DF,Strasbourg,fr Ligue 1,28-289,1995,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
2223,Rubén Sobrino,es ESP,"MF,FW",Cádiz,es La Liga,31-247,1992,8,22,10,7,11,4,10,23,43.5,13,11,1,10,9,31,10,0,Matches
2224,Andrea Sodero,it ITA,MF,Empoli,it Serie A,19-180,2004,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
2225,Emran Soglo,eng ENG,"MF,DF",Marseille,fr Ligue 1,18-207,2005,1.2,2,1,0,2,0,1,3,33.3,2,6,0,6,1,3,3,0,Matches
2226,Alex Sola,es ESP,"FW,MF",Alavés,es La Liga,24-239,1999,7.4,16,11,6,5,5,7,11,63.6,4,10,1,9,4,20,8,0,Matches
2227,Alex Sola,es ESP,"DF,MF",Real Sociedad,es La Liga,24-239,1999,0.3,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0,Matches
2228,Dominic Solanke,eng ENG,FW,Bournemouth,eng Premier League,26-142,1997,20.7,11,7,1,6,4,5,9,55.6,4,17,4,13,3,14,27,0,Matches
2229,Ola Solbakken,no NOR,FW,Roma,it Serie A,25-149,1998,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
2230,Carlos Soler,es ESP,"DF,MF",Paris S-G,fr Ligue 1,27-032,1997,6.8,9,7,3,3,3,4,17,23.5,13,6,3,3,2,11,8,1,Matches
2231,Jhon Solis,co COL,MF,Girona,es La Liga,19-123,2004,1.5,4,2,2,1,1,1,5,20,4,4,1,3,1,5,3,0,Matches
2232,Manor Solomon,il ISR,FW,Tottenham,eng Premier League,24-194,1999,2.2,3,3,1,1,1,1,2,50,1,4,0,4,3,6,2,0,Matches
2233,Yann Sommer,ch SUI,GK,Inter,it Serie A,35-048,1988,21,1,1,1,0,0,1,1,100,0,1,0,1,0,1,4,1,Matches
2234,Brandon Soppy,fr FRA,DF,Torino,it Serie A,21-347,2002,2,2,2,1,1,0,2,6,33.3,4,2,0,2,0,2,3,1,Matches
2235,David Soria,es ESP,GK,Getafe,es La Liga,30-305,1993,22,0,0,0,0,0,0,1,0,1,0,0,0,0,0,9,6,Matches
2236,Alberto Soro,es ESP,MF,Granada,es La Liga,24-331,1999,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
2237,Alessandro Sorrentino,it ITA,GK,Monza,it Serie A,21-306,2002,3.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
2238,Borna Sosa,hr CRO,"FW,DF",Stuttgart,de Bundesliga,26-013,1998,0.5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Matches
2239,Hugo Sotelo,es ESP,MF,Celta Vigo,es La Liga,20-046,2003,3.4,8,7,1,5,2,2,7,28.6,5,5,1,4,1,9,2,0,Matches
2240,Florian Sotoca,fr FRA,"MF,DF",Lens,fr Ligue 1,33-101,1990,15.3,16,9,5,10,1,9,20,45,11,17,1,16,6,22,21,0,Matches
2241,Riccardo Sottil,it ITA,FW,Fiorentina,it Serie A,24-245,1999,5.9,7,4,3,1,3,1,5,20,4,7,0,7,1,8,1,0,Matches
2242,Tomáš Souček,cz CZE,MF,West Ham,eng Premier League,28-341,1995,19,28,21,10,16,2,11,25,44,14,32,16,16,22,50,53,0,Matches
2243,Matìas Soulé,ar ARG,"FW,MF",Frosinone,it Serie A,20-294,2003,19.3,27,16,9,12,6,11,27,40.7,16,24,2,22,11,38,5,0,Matches
2244,Boubakary Soumaré,fr FRA,MF,Sevilla,es La Liga,24-341,1999,10.4,15,10,6,9,0,5,7,71.4,2,8,1,7,12,27,11,1,Matches
2245,Issa Soumaré,sn SEN,"FW,MF",Le Havre,fr Ligue 1,23-116,2000,2.6,2,0,2,0,0,0,4,0,4,0,0,0,0,2,2,0,Matches
2246,Vinicius Souza,br BRA,MF,Sheffield Utd,eng Premier League,24-231,1999,18.7,77,46,35,30,12,22,40,55,18,29,5,24,24,101,45,1,Matches
2247,Djibril Sow,ch SUI,MF,Sevilla,es La Liga,26-362,1997,12.1,23,18,12,6,5,8,19,42.1,11,13,0,13,11,34,7,1,Matches
2248,Saidou Sow,gn GUI,DF,Strasbourg,fr Ligue 1,21-214,2002,0.3,1,0,0,1,0,0,0,,0,0,0,0,1,2,4,0,Matches
2249,Çağlar Söyüncü,tr TUR,DF,Atlético Madrid,es La Liga,27-256,1996,1.3,1,1,1,0,0,0,0,,0,1,0,1,1,2,7,0,Matches
2250,Djed Spence,eng ENG,"MF,DF",Genoa,it Serie A,23-178,2000,1.5,2,2,2,0,0,1,1,100,0,3,1,2,2,4,2,0,Matches
2251,Stijn Spierings,nl NED,MF,Toulouse,fr Ligue 1,27-328,1996,10.5,32,25,15,13,4,21,36,58.3,15,14,2,12,20,52,22,0,Matches
2252,Stijn Spierings,nl NED,MF,Lens,fr Ligue 1,27-328,1996,1.3,1,0,0,1,0,1,1,100,0,2,1,1,2,3,1,0,Matches
2253,Leonardo Spinazzola,it ITA,DF,Roma,it Serie A,30-315,1993,11.5,11,4,7,4,0,6,14,42.9,8,6,2,4,3,14,11,0,Matches
2254,Marco Sportiello,it ITA,GK,Milan,it Serie A,31-269,1992,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
2255,Anton Stach,de GER,MF,Hoffenheim,de Bundesliga,25-080,1998,14.2,50,30,30,16,4,25,43,58.1,18,15,4,11,45,95,40,0,Matches
2256,Anton Stach,de GER,MF,Mainz 05,de Bundesliga,25-080,1998,1.9,3,0,2,0,1,2,4,50,2,5,0,5,2,5,5,0,Matches
2257,Jens Stage,dk DEN,MF,Werder Bremen,de Bundesliga,27-087,1996,17.8,37,17,17,17,3,12,31,38.7,19,27,15,12,17,54,34,0,Matches
2258,Josip Stanišić,hr CRO,DF,Leverkusen,de Bundesliga,23-307,2000,5.8,14,8,6,7,1,5,9,55.6,4,5,1,4,4,18,8,0,Matches
2259,Carl Starfelt,se SWE,DF,Celta Vigo,es La Liga,28-247,1995,15.9,23,20,18,4,1,11,17,64.7,6,21,17,4,21,44,105,2,Matches
2260,Niklas Stark,de GER,DF,Werder Bremen,de Bundesliga,28-295,1995,9.4,24,14,11,11,2,10,13,76.9,3,11,7,4,12,36,47,1,Matches
2261,Jason Steele,eng ENG,GK,Brighton,eng Premier League,33-169,1990,13,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,Matches
2262,Pascal Stenzel,de GER,DF,Stuttgart,de Bundesliga,27-320,1996,9,14,7,5,8,1,10,26,38.5,16,15,6,9,13,27,21,0,Matches
2263,Leonidas Stergiou,ch SUI,DF,Stuttgart,de Bundesliga,21-337,2002,0.5,5,3,2,3,0,3,3,100,0,1,0,1,1,6,1,0,Matches
2264,Raheem Sterling,eng ENG,"FW,MF",Chelsea,eng Premier League,29-057,1994,17.6,18,9,6,7,5,9,20,45,11,8,0,8,12,30,8,0,Matches
2265,Trivante Stewart,jm JAM,"FW,MF",Salernitana,it Serie A,23-318,2000,1.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
2266,Angelo Stiller,de GER,MF,Hoffenheim,de Bundesliga,22-305,2001,0.9,0,0,0,0,0,0,1,0,1,2,0,2,0,0,3,0,Matches
2267,Angelo Stiller,de GER,MF,Stuttgart,de Bundesliga,22-305,2001,16.2,32,20,10,19,3,13,25,52,12,24,8,16,18,50,12,2,Matches
2268,Kevin Stöger,at AUT,MF,Bochum,de Bundesliga,30-160,1993,15.1,28,18,12,13,3,15,40,37.5,25,21,3,18,12,40,6,0,Matches
2269,Filip Stojilković,ch SUI,"FW,MF",Darmstadt 98,de Bundesliga,24-030,2000,1.7,1,1,0,0,1,0,0,,0,0,0,0,0,1,1,0,Matches
2270,John Stones,eng ENG,"DF,MF",Manchester City,eng Premier League,29-251,1994,5.6,2,1,1,0,1,0,3,0,3,9,5,4,3,5,12,0,Matches
2271,Thomas Strakosha,al ALB,GK,Brentford,eng Premier League,28-321,1995,1.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
2272,Jørgen Strand Larsen,no NOR,FW,Celta Vigo,es La Liga,23-362,2000,19.5,13,8,1,9,3,5,23,21.7,18,10,1,9,3,16,12,0,Matches
2273,Gabriel Strefezza,br BRA,FW,Lecce,it Serie A,26-291,1997,12.4,24,17,8,7,9,14,20,70,6,17,0,17,7,31,11,0,Matches
2274,Kevin Strootman,nl NED,MF,Genoa,it Serie A,33-355,1990,8.8,28,14,12,13,3,11,22,50,11,13,4,9,3,31,12,0,Matches
2275,Cristhian Stuani,uy URU,FW,Girona,es La Liga,37-114,1986,7.1,12,10,3,6,3,4,7,57.1,3,6,1,5,5,17,10,0,Matches
2276,Álex Suárez,es ESP,DF,Las Palmas,es La Liga,30-322,1993,16.2,36,23,20,14,2,22,25,88,3,18,10,8,11,47,65,0,Matches
2277,Damián Suárez,uy URU,DF,Getafe,es La Liga,35-282,1988,14.4,36,21,16,16,4,26,45,57.8,19,13,3,10,10,46,31,0,Matches
2278,Denis Suárez,es ESP,"MF,FW",Villarreal,es La Liga,30-028,1994,1.5,0,0,0,0,0,0,2,0,2,2,2,0,0,0,4,0,Matches
2279,Gabriel Suazo,cl CHI,DF,Toulouse,fr Ligue 1,26-178,1997,15.6,39,18,23,13,3,21,49,42.9,28,27,3,24,15,54,24,0,Matches
2280,Isaac Success,ng NGA,FW,Udinese,it Serie A,28-027,1996,8.1,5,4,0,4,1,1,2,50,1,3,1,2,1,6,9,0,Matches
2281,Niklas Süle,de GER,DF,Dortmund,de Bundesliga,28-153,1995,9.4,5,5,3,2,0,3,5,60,2,16,8,8,9,14,29,2,Matches
2282,Ibrahim Sulemana,gh GHA,MF,Cagliari,it Serie A,20-257,2003,9.5,21,9,6,12,3,10,18,55.6,8,20,3,17,5,26,11,0,Matches
2283,Tomáš Suslov,sk SVK,"MF,FW",Hellas Verona,it Serie A,21-241,2002,12.9,19,11,6,9,4,8,22,36.4,14,10,0,10,3,22,3,0,Matches
2284,Suso,es ESP,"MF,FW",Sevilla,es La Liga,30-076,1993,12.1,16,12,9,7,0,5,12,41.7,7,6,0,6,3,19,2,0,Matches
2285,Mattias Svanberg,se SWE,MF,Wolfsburg,de Bundesliga,25-029,1999,14.6,30,13,6,15,9,9,30,30,21,18,4,14,17,47,21,0,Matches
2286,Mile Svilar,rs SRB,GK,Roma,it Serie A,24-160,1999,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
2287,Williot Swedberg,se SWE,"MF,FW",Celta Vigo,es La Liga,20-002,2004,1,5,3,2,3,0,3,5,60,2,0,0,0,0,5,2,0,Matches
