Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,shortCmp,shortAtt,shortCmp%,longCmp,longAtt,longCmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
503,Santi Comesaña,es ESP,MF,Villarreal,es La Liga,27-121,1996,8.1,334,380,87.9,5347,1372,173,191,90.6,20,27,74.1,0,0.9,0.6,-0.9,4,33,2,0,36,Matches
504,Pietro Comuzzo,it ITA,"DF,FW",Fiorentina,it Serie A,18-348,2005,0.1,5,6,83.3,99,23,1,1,100,0,1,0,0,0,0,0,0,0,0,0,1,Matches
505,Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,37-007,1987,19,518,702,73.8,14620,9950,79,79,100,188,367,51.2,0,0,0,0,0,9,1,0,0,Matches
506,Bambasé Conté,de GER,"FW,MF",Hoffenheim,de Bundesliga,20-211,2003,0,8,10,80,98,18,5,5,100,0,1,0,0,0,0,0,0,2,0,0,1,Matches
507,Nikita Contini Baranovsky,it ITA,GK,Napoli,it Serie A,27-258,1996,0.2,4,4,100,66,38,2,2,100,0,0,,0,0,0,0,0,0,0,0,0,Matches
508,Lewis Cook,eng ENG,MF,Bournemouth,eng Premier League,27-000,1997,14,533,677,78.7,9339,2940,217,252,86.1,46,100,46,1,1.7,1.4,-0.7,20,54,10,1,61,Matches
509,Copete,es ESP,DF,Mallorca,es La Liga,24-116,1999,7.6,201,254,79.1,3773,1251,84,89,94.4,19,46,41.3,0,0.1,0.1,-0.1,2,12,3,2,16,Matches
510,Diego Coppola,it ITA,DF,Hellas Verona,it Serie A,20-037,2003,7,231,298,77.5,4548,1646,65,85,76.5,18,42,42.9,0,0,0,0,1,8,0,0,11,Matches
511,Francis Coquelin,fr FRA,MF,Villarreal,es La Liga,32-266,1991,2.5,102,115,88.7,1686,464,48,51,94.1,7,7,100,0,0,0.2,0,0,12,3,1,12,Matches
512,Tommaso Corazza,it ITA,DF,Bologna,it Serie A,19-219,2004,1.6,81,98,82.7,1114,380,49,53,92.5,3,8,37.5,0,0,0.1,0,0,3,2,1,9,Matches
513,Jeppe Corfitzen,dk DEN,FW,Lecce,it Serie A,19-036,2004,0.1,2,3,66.7,33,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Matches
514,Jack Cork,eng ENG,"MF,DF",Burnley,eng Premier League,34-223,1989,0.2,12,19,63.2,206,34,4,7,57.1,1,3,33.3,0,0,0,0,0,2,0,0,2,Matches
515,Maxwel Cornet,ci CIV,MF,West Ham,eng Premier League,27-129,1996,0.8,15,22,68.2,194,31,10,13,76.9,0,0,,0,0,0,0,0,0,0,0,1,Matches
516,Giacomo Corona,it ITA,FW,Empoli,it Serie A,19-344,2004,0.1,2,2,100,41,0,1,1,100,1,1,100,0,0,0,0,0,0,0,0,0,Matches
517,Jesús Corona,mx MEX,"MF,DF",Sevilla,es La Liga,31-028,1993,0.2,9,14,64.3,106,14,6,7,85.7,0,1,0,0,0,0,0,0,0,0,0,0,Matches
518,Ángel Correa,ar ARG,"FW,MF",Atlético Madrid,es La Liga,28-331,1995,7,186,249,74.7,2491,584,118,144,81.9,13,26,50,1,1.2,1.5,-0.2,15,16,11,1,33,Matches
519,Joaquín Correa,ar ARG,"FW,MF",Marseille,fr Ligue 1,29-174,1994,3.9,110,136,80.9,1754,482,51,65,78.5,6,8,75,0,0.7,0.5,-0.7,4,8,9,0,20,Matches
520,Thierry Correia,pt POR,DF,Valencia,es La Liga,24-331,1999,15.8,687,911,75.4,11244,4601,373,418,89.2,61,151,40.4,2,0.3,0.7,1.7,5,51,14,5,51,Matches
521,Oscar Cortés,co COL,"FW,MF",Lens,fr Ligue 1,20-062,2003,0.5,18,26,69.2,217,36,13,19,68.4,0,1,0,1,0.7,0.1,0.3,1,1,1,1,2,Matches
522,Danny da Costa,de GER,DF,Mainz 05,de Bundesliga,30-205,1993,8.2,277,413,67.1,4823,2140,127,156,81.4,31,61,50.8,1,0.7,1,0.3,8,23,13,7,38,Matches
523,David Pereira da Costa,pt POR,MF,Lens,fr Ligue 1,23-029,2001,4.9,183,237,77.2,2739,917,90,102,88.2,10,22,45.5,0,0.2,0.5,-0.2,5,18,7,2,24,Matches
524,Jaume Costa,es ESP,DF,Mallorca,es La Liga,35-322,1988,11.9,392,552,71,6125,2745,218,250,87.2,26,81,32.1,0,0.4,0.7,-0.4,8,23,10,6,32,Matches
525,Logan Costa,cv CPV,DF,Toulouse,fr Ligue 1,22-308,2001,16.1,829,990,83.7,15750,6278,289,317,91.2,83,146,56.8,1,0.3,0.3,0.7,2,66,0,0,68,Matches
526,Samu Costa,pt POR,MF,Mallorca,es La Liga,23-068,2000,18.6,605,798,75.8,11253,3007,259,313,82.7,75,114,65.8,1,0.5,0.7,0.5,12,56,8,3,69,Matches
527,Benoît Costil,fr FRA,GK,Salernitana,it Serie A,36-215,1987,8,145,263,55.1,4482,3598,25,26,96.2,61,175,34.9,0,0,0,0,0,2,0,0,0,Matches
528,Vladimír Coufal,cz CZE,DF,West Ham,eng Premier League,31-165,1992,19.9,665,980,67.9,10788,5543,348,386,90.2,44,163,27,5,2.3,1.7,2.7,21,58,24,11,76,Matches
529,Lassana Coulibaly,ml MLI,MF,Salernitana,it Serie A,27-299,1996,12.2,339,404,83.9,5199,1425,184,204,90.2,16,25,64,1,0.3,0.3,0.7,7,41,3,0,36,Matches
530,Mamadou Coulibaly,sn SEN,DF,Salernitana,it Serie A,25-000,1999,0,1,3,33.3,6,1,1,3,33.3,0,0,,0,0,0,0,0,0,0,0,0,Matches
531,Tanguy Coulibaly,fr FRA,"FW,MF",Montpellier,fr Ligue 1,22-350,2001,1.1,16,21,76.2,152,22,13,14,92.9,0,0,,0,0,0,0,0,0,0,0,1,Matches
532,Philippe Coutinho,br BRA,"MF,FW",Aston Villa,eng Premier League,31-236,1992,0.3,20,24,83.3,265,63,11,14,78.6,0,0,,0,0,0,0,0,4,0,0,5,Matches
533,Yan Couto,br BRA,"DF,MF",Girona,es La Liga,21-245,2002,14.8,641,812,78.9,10112,2540,350,392,89.3,43,75,57.3,6,2.6,2.5,3.4,20,42,20,11,57,Matches
534,Nicolas Cozza,fr FRA,DF,Wolfsburg,de Bundesliga,25-026,1999,3.1,147,192,76.6,2373,782,76,88,86.4,8,18,44.4,0,0.1,0.2,-0.1,2,19,2,2,16,Matches
535,Alessio Cragno,it ITA,GK,Sassuolo,it Serie A,29-220,1994,2,41,66,62.1,1105,787,12,12,100,15,40,37.5,0,0,0,0,0,1,0,0,0,Matches
536,Crespo,pt POR,MF,Rayo Vallecano,es La Liga,27-145,1996,0.3,9,12,75,157,29,3,4,75,0,1,0,0,0,0,0,1,1,0,0,1,Matches
537,Aaron Cresswell,eng ENG,DF,West Ham,eng Premier League,34-050,1989,1.4,80,93,86,1381,532,45,51,88.2,9,9,100,0,0.1,0.2,-0.1,1,7,0,0,9,Matches
538,Bryan Cristante,it ITA,"MF,DF",Roma,it Serie A,28-337,1995,21,1018,1244,81.8,18278,5879,420,487,86.2,100,154,64.9,2,2.3,1.9,-0.3,21,129,20,2,139,Matches
539,Juan Cruz Armada,es ESP,DF,Osasuna,es La Liga,31-190,1992,13.2,481,642,74.9,8559,3763,231,258,89.5,56,107,52.3,1,0.4,0.5,0.6,5,46,8,3,51,Matches
540,Juan Cruz,ar ARG,"FW,MF",Hellas Verona,it Serie A,24-199,1999,1.2,18,27,66.7,211,78,16,22,72.7,1,2,50,0,0.1,0.1,-0.1,1,1,0,0,4,Matches
541,Juan Cruz,es ESP,FW,Betis,es La Liga,23-284,2000,0.8,15,20,75,187,49,13,15,86.7,0,1,0,0,0,0,0,1,0,3,0,3,Matches
542,Juan Cuadrado,co COL,DF,Inter,it Serie A,35-253,1988,1.7,89,107,83.2,1622,381,42,44,95.5,12,17,70.6,2,1.3,0.7,0.7,6,5,4,2,6,Matches
543,Pau Cubarsí,es ESP,DF,Barcelona,es La Liga,17-012,2007,2.4,171,191,89.5,2938,995,78,86,90.7,14,18,77.8,0,0,0,0,0,15,0,0,13,Matches
544,Marc Cucurella,es ESP,DF,Chelsea,eng Premier League,25-196,1998,7.8,440,507,86.8,6639,1721,235,257,91.4,16,33,48.5,0,0.2,0.3,-0.2,6,24,2,0,26,Matches
545,Jorge Cuenca,es ESP,DF,Villarreal,es La Liga,24-078,1999,13.9,629,718,87.6,11534,4216,234,241,97.1,43,86,50,0,0,0.2,0,0,35,1,1,44,Matches
546,Josh Cullen,ie IRL,MF,Burnley,eng Premier League,27-302,1996,10.4,495,583,84.9,7908,1685,265,287,92.3,24,52,46.2,1,0.7,0.9,0.3,8,36,8,1,42,Matches
547,Matheus Cunha,br BRA,"FW,MF",Wolves,eng Premier League,24-252,1999,20.6,468,595,78.7,6318,1645,294,341,86.2,24,42,57.1,6,3,2.3,3,24,40,25,1,59,Matches
548,Marvin Cuni,al ALB,FW,Frosinone,it Serie A,22-208,2001,5.2,69,99,69.7,831,85,41,52,78.8,3,4,75,0,0.2,0.2,-0.2,4,2,1,0,6,Matches
549,Eric Curbelo,es ESP,DF,Las Palmas,es La Liga,30-020,1994,1,51,53,96.2,785,302,27,27,100,2,2,100,0,0,0,0,0,0,0,0,4,Matches
550,Tomáš Čvančara,cz CZE,FW,M'Gladbach,de Bundesliga,23-174,2000,7.1,99,144,68.8,1248,295,66,90,73.3,2,2,100,1,0.7,0.7,0.3,5,5,2,0,10,Matches
551,Danilo D'Ambrosio,it ITA,DF,Monza,it Serie A,35-147,1988,14.2,792,884,89.6,13904,4512,309,323,95.7,54,97,55.7,0,0.2,0.4,-0.2,4,51,4,1,53,Matches
552,Alberto Dadie,es ESP,MF,Real Sociedad,es La Liga,21-198,2002,0.3,3,7,42.9,47,33,2,4,50,0,0,,0,0,0.1,0,0,0,0,0,0,Matches
553,Finn Dahmen,de GER,GK,Augsburg,de Bundesliga,25-313,1998,19,652,857,76.1,17694,11468,104,105,99,182,376,48.4,0,0.1,0.2,-0.1,1,31,1,0,2,Matches
554,Mahmoud Dahoud,de GER,MF,Brighton,eng Premier League,28-033,1996,5,284,328,86.6,4011,886,169,176,96,16,25,64,1,0.9,0.4,0.1,10,21,1,1,11,Matches
555,Ameen Al-Dakhil,be BEL,DF,Burnley,eng Premier League,21-334,2002,11.7,537,637,84.3,9642,2939,208,220,94.5,42,77,54.5,0,0.1,0.6,-0.1,2,13,2,0,35,Matches
556,Thijs Dallinga,nl NED,FW,Toulouse,fr Ligue 1,23-184,2000,14,203,313,64.9,2827,451,118,168,70.2,12,17,70.6,1,0.6,0.9,0.4,8,9,7,2,14,Matches
557,Diogo Dalot,pt POR,DF,Manchester Utd,eng Premier League,24-322,1999,19.3,825,1039,79.4,14406,4424,372,426,87.3,95,141,67.4,1,1.4,1.5,-0.4,19,64,20,11,76,Matches
558,Mikkel Damsgaard,dk DEN,MF,Brentford,eng Premier League,23-215,2000,3.5,123,176,69.9,2018,710,61,80,76.3,11,24,45.8,0,0.5,0.3,-0.5,3,21,3,1,28,Matches
559,Flavius Daniliuc,at AUT,DF,Salernitana,it Serie A,22-282,2001,8.3,350,411,85.2,5932,2368,157,180,87.2,27,39,69.2,0,0.2,0.1,-0.2,5,31,2,0,37,Matches
560,Danilo,br BRA,"MF,FW",Nott'ham Forest,eng Premier League,22-280,2001,9.3,244,321,76,4433,1056,103,130,79.2,28,49,57.1,0,0.3,0.3,-0.3,3,26,6,0,32,Matches
561,Danilo,br BRA,DF,Juventus,it Serie A,32-203,1991,15.2,845,1003,84.2,16240,5572,308,331,93.1,101,172,58.7,1,0.7,0.6,0.3,14,76,8,3,83,Matches
562,Arnaut Danjuma,nl NED,"MF,FW",Everton,eng Premier League,27-003,1997,6.6,102,152,67.1,1420,357,57,69,82.6,2,7,28.6,0,1.1,0.4,-1.1,6,6,2,0,9,Matches
563,Kevin Danso,at AUT,DF,Lens,fr Ligue 1,25-137,1998,17,827,932,88.7,15001,6086,345,370,93.2,82,114,71.9,0,0.3,0.4,-0.3,5,82,2,0,75,Matches
564,Dante,br BRA,DF,Nice,fr Ligue 1,40-108,1983,19,1599,1768,90.4,27265,11203,755,787,95.9,111,195,56.9,1,0.8,0.7,0.2,9,98,5,1,110,Matches
565,Mohammed Daramy,dk DEN,FW,Reims,fr Ligue 1,22-027,2002,13.2,287,379,75.7,4029,1064,166,210,79,9,15,60,5,2.1,2.3,2.9,18,11,23,2,49,Matches
566,Sergi Darder,es ESP,"MF,FW",Mallorca,es La Liga,30-043,1993,15.3,434,619,70.1,8316,2942,196,222,88.3,76,158,48.1,3,4.3,3.3,-1.3,29,74,21,7,80,Matches
567,Achraf Dari,ma MAR,"DF,FW",Brest,fr Ligue 1,24-273,1999,1.3,73,85,85.9,1773,564,11,14,78.6,17,23,73.9,0,0,0,0,0,4,0,0,8,Matches
568,Matteo Darmian,it ITA,DF,Inter,it Serie A,34-063,1989,17,811,953,85.1,14205,4815,337,368,91.6,60,106,56.6,0,0.9,0.8,-0.9,13,45,6,3,44,Matches
569,Lukas Daschner,de GER,"MF,FW",Bochum,de Bundesliga,25-125,1998,3.4,62,99,62.6,845,284,32,43,74.4,2,9,22.2,1,0.8,0.9,0.2,6,3,4,1,10,Matches
570,Josh Dasilva,eng ENG,"DF,FW",Brentford,eng Premier League,25-103,1998,0.3,10,19,52.6,153,59,5,7,71.4,0,2,0,0,0.2,0.2,-0.2,1,0,0,0,2,Matches
571,David Datro Fofana,ci CIV,FW,Burnley,eng Premier League,21-043,2002,0.4,3,5,60,38,4,2,3,66.7,0,0,,1,1,0,0,1,0,0,0,0,Matches
572,David Datro Fofana,ci CIV,"FW,MF",Union Berlin,de Bundesliga,21-043,2002,7.6,106,152,69.7,1536,346,65,83,78.3,9,10,90,0,0.3,0.3,-0.3,5,5,8,2,14,Matches
573,Jonathan David,ca CAN,FW,Lille,fr Ligue 1,24-020,2000,15.6,304,377,80.6,4105,847,179,209,85.6,5,8,62.5,1,2.2,1.5,-1.2,14,25,17,1,43,Matches
574,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,23-093,2000,14.8,992,1124,88.3,14267,3601,585,646,90.6,18,37,48.6,3,1.6,2.2,1.4,25,64,22,5,74,Matches
575,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,30-285,1993,10,673,733,91.8,12480,4852,253,266,95.1,59,77,76.6,0,0.1,0.3,-0.1,1,71,2,0,58,Matches
576,Tom Davies,eng ENG,MF,Sheffield Utd,eng Premier League,25-218,1998,0.7,36,45,80,514,145,22,24,91.7,1,2,50,0,0.1,0,-0.1,1,4,0,0,4,Matches
577,Keinan Davis,eng ENG,FW,Udinese,it Serie A,25-355,1998,0.1,3,3,100,47,2,0,0,,0,0,,0,0,0,0,1,0,0,0,0,Matches
578,Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,28-259,1995,13.3,564,678,83.2,11804,3993,136,163,83.4,76,121,62.8,0,0,0.1,0,2,31,2,0,45,Matches
579,Craig Dawson,eng ENG,DF,Wolves,eng Premier League,33-273,1990,19.5,878,1024,85.7,18708,6692,231,261,88.5,125,194,64.4,1,1.2,0.5,-0.2,6,43,2,0,43,Matches
580,Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,32-220,1991,1.3,75,102,73.5,1239,383,45,51,88.2,8,14,57.1,2,1.7,0.8,0.3,5,8,8,3,10,Matches
581,Charles De Ketelaere,be BEL,"FW,MF",Atalanta,it Serie A,22-330,2001,12,298,412,72.3,4490,1186,155,198,78.3,16,30,53.3,6,3.5,1.9,2.5,28,21,20,3,66,Matches
582,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,es La Liga,29-255,1994,12.8,764,908,84.1,12173,3696,398,434,91.7,71,99,71.7,4,3.5,3.5,0.5,23,70,37,5,102,Matches
583,Lorenzo De Silvestri,it ITA,DF,Bologna,it Serie A,35-256,1988,5.8,272,317,85.8,4183,1464,138,150,92,11,18,61.1,0,0,0.1,0,0,17,1,1,25,Matches
584,Thibault De Smet,be BEL,"DF,FW",Reims,fr Ligue 1,25-243,1998,14.6,580,735,78.9,9473,3453,286,327,87.5,37,85,43.5,0,0.6,0.5,-0.6,11,55,13,4,73,Matches
585,Koni De Winter,be BEL,DF,Genoa,it Serie A,21-236,2002,13.5,500,582,85.9,8576,2767,207,228,90.8,29,47,61.7,1,0.9,0.2,0.1,4,19,3,0,25,Matches
586,Grégoire Defrel,mq MTQ,"FW,MF",Sassuolo,it Serie A,32-231,1991,2.7,54,64,84.4,824,154,31,35,88.6,3,4,75,1,0.8,0.8,0.2,3,7,0,0,7,Matches
587,Alessandro Deiola,it ITA,MF,Cagliari,it Serie A,28-186,1995,5.5,120,177,67.8,2269,764,61,76,80.3,18,33,54.5,0,0.5,0.3,-0.5,6,18,3,1,25,Matches
588,Romain Del Castillo,fr FRA,FW,Brest,fr Ligue 1,27-311,1996,17,567,854,66.4,9713,3369,295,369,79.9,82,156,52.6,5,5.5,5.5,-0.5,51,61,38,11,81,Matches
589,Thomas Delaine,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,31-316,1992,12.2,343,489,70.1,6106,2139,133,163,81.6,35,71,49.3,1,2,1.8,-1,17,18,12,9,29,Matches
590,Sacha Delaye,fr FRA,"FW,MF",Montpellier,fr Ligue 1,21-286,2002,1.1,29,38,76.3,363,80,17,20,85,0,3,0,0,0.1,0.1,-0.1,2,3,1,1,3,Matches
591,Hannes Delcroix,be BEL,DF,Burnley,eng Premier League,24-340,1999,4.3,242,270,89.6,3950,1245,116,121,95.9,12,23,52.2,0,0.2,0.1,-0.2,3,17,1,0,12,Matches
592,Olivier Deman,be BEL,DF,Werder Bremen,de Bundesliga,23-303,2000,10.3,366,486,75.3,6614,2129,158,179,88.3,44,82,53.7,1,0.5,0.8,0.5,9,23,8,4,30,Matches
593,Karamoko Dembele,sct SCO,"MF,FW",Brest,fr Ligue 1,20-346,2003,0.2,8,10,80,171,24,3,3,100,1,3,33.3,0,0,0,0,0,0,0,0,1,Matches
594,Ousmane Dembélé,fr FRA,"MF,FW",Paris S-G,fr Ligue 1,26-264,1997,11.9,532,703,75.7,9078,2702,250,297,84.2,48,80,60,6,3.8,3.7,2.2,42,49,38,7,88,Matches
595,Jessy Deminguet,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,26-027,1998,6.7,183,215,85.1,3248,866,91,96,94.8,21,35,60,0,0.3,0.6,-0.3,2,24,3,0,21,Matches
596,Ermedin Demirović,ba BIH,"MF,FW",Augsburg,de Bundesliga,25-315,1998,18.2,209,343,60.9,2751,702,123,180,68.3,8,12,66.7,6,2.6,2.7,3.4,19,24,9,1,30,Matches
597,Diego Demme,de GER,MF,Napoli,it Serie A,32-074,1991,0.8,63,76,82.9,1050,216,28,34,82.4,4,4,100,0,0,0,0,0,3,1,0,5,Matches
598,Sepp van den Berg,nl NED,DF,Mainz 05,de Bundesliga,22-045,2001,15.5,711,874,81.4,13278,4326,237,271,87.5,62,101,61.4,0,0,0.2,0,1,60,1,0,64,Matches
599,Leander Dendoncker,be BEL,MF,Aston Villa,eng Premier League,28-294,1995,1.3,45,56,80.4,744,139,24,28,85.7,2,4,50,0,0,0,0,0,1,0,0,3,Matches
600,Leander Dendoncker,be BEL,MF,Napoli,it Serie A,28-294,1995,0.1,5,6,83.3,46,17,5,6,83.3,0,0,,0,0,0,0,0,1,0,0,1,Matches
601,Rémy Descamps,fr FRA,GK,Nantes,fr Ligue 1,27-223,1996,5,114,184,62,3756,2942,25,25,100,55,125,44,0,0,0,0,0,3,0,0,0,Matches
602,Mikkel Desler,dk DEN,DF,Toulouse,fr Ligue 1,28-349,1995,11.9,509,609,83.6,7477,2203,281,310,90.6,21,38,55.3,1,0.6,1,0.4,6,27,3,2,49,Matches
603,Arthur Desmas,fr FRA,GK,Le Havre,fr Ligue 1,29-302,1994,19,351,519,67.6,9854,7379,69,69,100,120,282,42.6,0,0.4,0,-0.4,1,7,0,0,0,Matches
604,Mattia Destro,it ITA,"FW,MF",Empoli,it Serie A,32-320,1991,2.1,24,35,68.6,324,27,13,17,76.5,0,0,,0,0.3,0,-0.3,2,2,0,0,2,Matches
605,Samuele Di Benedetto,de GER,MF,Stuttgart,de Bundesliga,18-202,2005,0.1,10,11,90.9,107,2,7,7,100,0,0,,0,0,0,0,1,0,0,0,0,Matches
606,Federico Di Francesco,it ITA,"FW,MF",Lecce,it Serie A,29-234,1994,0.2,6,8,75,90,43,1,2,50,1,2,50,0,0,0,0,0,1,0,0,1,Matches
607,Michele Di Gregorio,it ITA,GK,Monza,it Serie A,26-191,1997,18.4,590,750,78.7,15210,9675,130,132,98.5,163,317,51.4,0,0,0,0,0,6,0,0,0,Matches
608,Giovanni Di Lorenzo,it ITA,DF,Napoli,it Serie A,30-183,1993,21,1302,1538,84.7,20826,7906,706,758,93.1,101,145,69.7,4,3.7,3.1,0.3,31,131,56,11,168,Matches
609,Alessandro Di Pardo,it ITA,"DF,MF",Cagliari,it Serie A,24-200,1999,2.3,62,100,62,1062,415,32,44,72.7,5,14,35.7,0,0,0.1,0,1,3,3,2,7,Matches
610,Boulaye Dia,sn SEN,"FW,MF",Salernitana,it Serie A,27-079,1996,10.5,171,208,82.2,2770,526,85,97,87.6,15,22,68.2,0,0.4,0.5,-0.4,8,19,5,0,17,Matches
611,Moussa Diaby,fr FRA,"FW,MF",Aston Villa,eng Premier League,24-211,1999,15.7,328,406,80.8,4763,799,193,223,86.5,14,24,58.3,4,4.3,2.9,-0.3,30,20,28,6,46,Matches
612,Lamine Diack,sn SEN,MF,Nantes,fr Ligue 1,23-080,2000,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Matches
613,Mouctar Diakhaby,gn GUI,"DF,MF",Valencia,es La Liga,27-046,1996,9.9,371,435,85.3,7118,2009,132,140,94.3,37,66,56.1,0,0,0.1,0,2,18,2,0,25,Matches
614,Mamadou Diakhon,fr FRA,FW,Reims,fr Ligue 1,18-134,2005,1.6,27,33,81.8,433,65,10,12,83.3,1,2,50,0,0,0,0,0,0,0,0,0,Matches
615,Bafodé Diakité,fr FRA,DF,Lille,fr Ligue 1,23-028,2001,8.7,515,569,90.5,8045,2797,261,283,92.2,26,32,81.3,1,0.7,0.4,0.3,7,35,0,0,33,Matches
616,Ibrahim Diakité,gn GUI,DF,Reims,fr Ligue 1,20-095,2003,1.2,57,85,67.1,894,329,28,39,71.8,6,9,66.7,0,0.2,0.1,-0.2,2,6,2,1,7,Matches
617,Moussa Diakité,ml MLI,MF,Cádiz,es La Liga,20-091,2003,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Matches
618,Oumar Diakité,ci CIV,FW,Reims,fr Ligue 1,20-045,2003,6.7,100,132,75.8,1388,206,52,67,77.6,1,4,25,0,0.5,0.5,-0.5,5,3,3,0,9,Matches
619,Amad Diallo,ci CIV,FW,Manchester Utd,eng Premier League,21-207,2002,0.4,17,18,94.4,188,26,13,14,92.9,0,0,,0,0.1,0.1,-0.1,1,2,0,0,1,Matches
620,Amadou Diallo,eng ENG,MF,Newcastle Utd,eng Premier League,20-353,2003,0,1,1,100,10,0,1,1,100,0,0,,0,0,0,0,0,0,0,0,0,Matches
621,Assane Diao,es ESP,FW,Betis,es La Liga,18-149,2005,10.6,178,234,76.1,2055,363,123,143,86,7,9,77.8,0,0.6,0.8,-0.6,9,4,5,1,18,Matches
622,Mouhamadou Diarra,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,20-031,2004,14.4,357,437,81.7,6918,1525,143,174,82.2,50,67,74.6,1,1,1.3,0,15,38,13,1,54,Matches
623,Moussa Diarra,ml MLI,DF,Toulouse,fr Ligue 1,23-085,2000,8.4,288,361,79.8,4856,1920,125,151,82.8,15,24,62.5,1,0.6,0.6,0.4,4,26,9,2,32,Matches
624,Rúben Dias,pt POR,DF,Manchester City,eng Premier League,26-265,1997,15.4,1369,1475,92.8,23871,7590,589,606,97.2,87,128,68,0,0.2,1,-0.2,3,132,8,2,102,Matches
625,Krépin Diatta,sn SEN,"DF,MF",Monaco,fr Ligue 1,24-343,1999,7,321,405,79.3,5223,1949,163,191,85.3,25,38,65.8,0,0.8,1.1,-0.8,11,28,12,1,46,Matches
626,Mory Diaw,sn SEN,GK,Clermont Foot,fr Ligue 1,30-226,1993,17,497,727,68.4,14521,10455,87,87,100,180,399,45.1,0,0.1,0.1,-0.1,2,23,1,0,1,Matches
627,Mahamadou Diawara,fr FRA,MF,Lyon,fr Ligue 1,18-351,2005,3.8,118,140,84.3,1772,308,58,65,89.2,9,15,60,0,0.1,0.2,-0.1,3,8,2,0,17,Matches
628,Brahim Díaz,es ESP,"MF,FW",Real Madrid,es La Liga,24-184,1999,7.2,274,332,82.5,3407,873,188,198,94.9,12,26,46.2,1,1.9,2.1,-0.9,8,19,15,4,29,Matches
629,Luis Díaz,co COL,FW,Liverpool,eng Premier League,27-021,1997,14.5,407,506,80.4,6263,1363,229,258,88.8,35,45,77.8,2,1.7,1.9,0.3,24,33,20,2,53,Matches
630,Víctor Díaz,es ESP,"DF,MF",Granada,es La Liga,35-236,1988,1.8,47,74,63.5,1009,359,12,15,80,7,20,35,0,0,0,0,0,2,0,0,2,Matches
631,Famara Diedhiou,sn SEN,"FW,MF",Granada,es La Liga,31-050,1992,1,20,41,48.8,278,22,14,22,63.6,2,3,66.7,1,0.2,0.2,0.8,1,0,0,0,0,Matches
632,Justin Diehl,de GER,"FW,MF",Köln,de Bundesliga,19-068,2004,0.8,19,33,57.6,331,91,8,10,80,4,9,44.4,0,0.1,0.1,-0.1,4,0,1,0,2,Matches
633,Bamba Dieng,sn SEN,FW,Lorient,fr Ligue 1,23-317,2000,4.3,66,80,82.5,869,77,41,47,87.2,2,2,100,0,0.4,0.1,-0.4,4,3,1,0,3,Matches
634,Eric Dier,eng ENG,DF,Tottenham,eng Premier League,30-019,1994,2.2,125,141,88.7,2070,1037,52,57,91.2,3,10,30,0,0,0,0,0,3,0,0,3,Matches
635,Eric Dier,eng ENG,DF,Bayern Munich,de Bundesliga,30-019,1994,1.5,92,99,92.9,1895,711,30,32,93.8,10,12,83.3,0,0,0,0,0,2,0,0,1,Matches
636,Guillaume Dietsch,fr FRA,GK,Metz,fr Ligue 1,22-292,2001,0.8,15,26,57.7,522,410,1,1,100,9,20,45,0,0,0,0,0,0,0,0,0,Matches
637,Florian Dietz,de GER,FW,Köln,de Bundesliga,25-184,1998,0.5,9,14,64.3,95,11,9,10,90,0,0,,0,0,0,0,0,0,0,0,0,Matches
638,Lucas Digne,fr FRA,DF,Aston Villa,eng Premier League,30-198,1993,16.9,675,902,74.8,10938,3721,341,394,86.5,43,97,44.3,2,2.8,2.7,-0.8,29,30,29,13,55,Matches
639,Federico Dimarco,it ITA,DF,Inter,it Serie A,26-085,1997,12.7,588,765,76.9,9980,3472,291,319,91.2,59,115,51.3,5,5.5,4.4,-0.5,36,43,37,22,63,Matches
640,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,es La Liga,30-040,1993,22,424,715,59.3,13193,9850,61,61,100,164,448,36.6,0,0,0,0,0,16,0,0,0,Matches
641,Junior Dina Ebimbe,fr FRA,"MF,DF",Eint Frankfurt,de Bundesliga,23-074,2000,13.2,455,584,77.9,7196,1990,237,275,86.2,30,44,68.2,2,2.3,1.8,-0.3,13,47,5,1,52,Matches
642,Eren Dinkçi,de GER,"FW,MF",Heidenheim,de Bundesliga,22-052,2001,16.6,279,451,61.9,4383,1473,143,203,70.4,23,46,50,0,1.6,2,-1.6,21,31,18,7,52,Matches
